Date and Time, Depth (M), Water Density (kg/m³)
2024-07-16T12:00:17-0700, -5 m, 22.5550
2024-07-16T12:00:17-0700, -60 m, 23.0220
2024-07-16T12:00:17-0700, -61 m, 23.0230
2024-07-16T12:00:17-0700, -62 m, 23.0240
2024-07-16T12:00:17-0700, -63 m, 23.0240
2024-07-16T12:00:17-0700, -64 m, 23.0240
2024-07-16T12:00:17-0700, -65 m, 23.0250
2024-07-16T12:00:17-0700, -66 m, 23.0260
2024-07-16T12:00:17-0700, -67 m, 23.0330
2024-07-16T12:00:17-0700, -68 m, 23.0500
2024-07-16T12:00:17-0700, -69 m, 23.0630
2024-07-16T12:00:17-0700, -6 m, 22.5600
2024-07-16T12:00:17-0700, -70 m, 23.0810
2024-07-16T12:00:17-0700, -71 m, 23.1010
2024-07-16T12:00:17-0700, -72 m, 23.1030
2024-07-16T12:00:17-0700, -73 m, 23.1040
2024-07-16T12:00:17-0700, -74 m, 23.1050
2024-07-16T12:00:17-0700, -75 m, 23.1060
2024-07-16T12:00:17-0700, -76 m, 23.1090
2024-07-16T12:00:17-0700, -77 m, 23.1100
2024-07-16T12:00:17-0700, -78 m, 23.1120
2024-07-16T12:00:17-0700, -79 m, 23.1150
2024-07-16T12:00:17-0700, -7 m, 22.5630
2024-07-16T12:00:17-0700, -80 m, 23.1160
2024-07-16T12:00:17-0700, -8 m, 22.5640
2024-07-16T12:00:17-0700, -9 m, 22.5690
2024-07-17T00:00:17-0700, -10 m, 22.2490
2024-07-17T00:00:17-0700, -11 m, 22.2910
2024-07-17T00:00:17-0700, -12 m, 22.3450
2024-07-17T00:00:17-0700, -13 m, 22.3980
2024-07-17T00:00:17-0700, -14 m, 22.4440
2024-07-17T00:00:17-0700, -15 m, 22.4740
2024-07-17T00:00:17-0700, -16 m, 22.5040
2024-07-17T00:00:17-0700, -17 m, 22.5230
2024-07-17T00:00:17-0700, -18 m, 22.5290
2024-07-17T00:00:17-0700, -19 m, 22.5390
2024-07-17T00:00:17-0700, -20 m, 22.5610
2024-07-17T00:00:17-0700, -21 m, 22.5770
2024-07-17T00:00:17-0700, -22 m, 22.5850
2024-07-17T00:00:17-0700, -23 m, 22.5880
2024-07-17T00:00:17-0700, -24 m, 22.5920
2024-07-17T00:00:17-0700, -25 m, 22.5970
2024-07-17T00:00:17-0700, -26 m, 22.6000
2024-07-17T00:00:17-0700, -27 m, 22.6040
2024-07-17T00:00:17-0700, -28 m, 22.6110
2024-07-17T00:00:17-0700, -29 m, 22.6410
2024-07-17T00:00:17-0700, -30 m, 22.6540
2024-07-17T00:00:17-0700, -31 m, 22.6540
2024-07-17T00:00:17-0700, -32 m, 22.6550
2024-07-17T00:00:17-0700, -33 m, 22.6550
2024-07-17T00:00:17-0700, -34 m, 22.6560
2024-07-17T00:00:17-0700, -35 m, 22.6610
2024-07-17T00:00:17-0700, -36 m, 22.6890
2024-07-17T00:00:17-0700, -37 m, 22.7450
2024-07-17T00:00:17-0700, -38 m, 22.7620
2024-07-17T00:00:17-0700, -39 m, 22.7660
2024-07-17T00:00:17-0700, -40 m, 22.7670
2024-07-17T00:00:17-0700, -41 m, 22.7680
2024-07-17T00:00:17-0700, -42 m, 22.7750
2024-07-17T00:00:17-0700, -43 m, 22.7800
2024-07-17T00:00:17-0700, -44 m, 22.7820
2024-07-17T00:00:17-0700, -45 m, 22.7880
2024-07-17T00:00:17-0700, -46 m, 22.8020
2024-07-17T00:00:17-0700, -47 m, 22.8150
2024-07-17T00:00:17-0700, -48 m, 22.8150
2024-07-17T00:00:17-0700, -49 m, 22.8150
2024-07-17T00:00:17-0700, -50 m, 22.8160
2024-07-17T00:00:17-0700, -51 m, 22.8180
2024-07-17T00:00:17-0700, -52 m, 22.8190
2024-07-17T00:00:17-0700, -53 m, 22.8200
2024-07-17T00:00:17-0700, -54 m, 22.8200
2024-07-17T00:00:17-0700, -55 m, 22.8230
2024-07-17T00:00:17-0700, -56 m, 22.8330
2024-07-17T00:00:17-0700, -57 m, 22.8760
2024-07-17T00:00:17-0700, -58 m, 22.9390
2024-07-17T00:00:17-0700, -59 m, 22.9610
2024-07-17T00:00:17-0700, -5 m, 22.0100
2024-07-17T00:00:17-0700, -60 m, 22.9670
2024-07-17T00:00:17-0700, -61 m, 22.9710
2024-07-17T00:00:17-0700, -62 m, 22.9740
2024-07-17T00:00:17-0700, -63 m, 22.9760
2024-07-17T00:00:17-0700, -64 m, 22.9750
2024-07-17T00:00:17-0700, -65 m, 22.9770
2024-07-17T00:00:17-0700, -66 m, 22.9800
2024-07-17T00:00:17-0700, -67 m, 22.9870
2024-07-17T00:00:17-0700, -68 m, 22.9960
2024-07-17T00:00:17-0700, -69 m, 23.0000
2024-07-17T00:00:17-0700, -6 m, 22.1010
2024-07-17T00:00:17-0700, -70 m, 23.0040
2024-07-17T00:00:17-0700, -71 m, 23.0080
2024-07-17T00:00:17-0700, -72 m, 23.0120
2024-07-17T00:00:17-0700, -73 m, 23.0150
2024-07-17T00:00:17-0700, -74 m, 23.0160
2024-07-17T00:00:17-0700, -75 m, 23.0150
2024-07-17T00:00:17-0700, -76 m, 23.0160
2024-07-17T00:00:17-0700, -77 m, 23.0200
2024-07-17T00:00:17-0700, -78 m, 23.0290
2024-07-17T00:00:17-0700, -79 m, 23.0420
2024-07-17T00:00:17-0700, -7 m, 22.1670
2024-07-17T00:00:17-0700, -80 m, 23.0500
2024-07-17T00:00:17-0700, -8 m, 22.1960
2024-07-17T00:00:17-0700, -9 m, 22.2240
2024-07-17T12:00:18-0700, -10 m, 22.0070
2024-07-17T12:00:18-0700, -11 m, 22.1180
2024-07-17T12:00:18-0700, -12 m, 22.2430
2024-07-17T12:00:18-0700, -13 m, 22.2880
2024-07-17T12:00:18-0700, -14 m, 22.5080
2024-07-17T12:00:18-0700, -15 m, 22.6030
2024-07-17T12:00:18-0700, -16 m, 22.6230
2024-07-17T12:00:18-0700, -17 m, 22.6370
2024-07-17T12:00:18-0700, -18 m, 22.6510
2024-07-17T12:00:18-0700, -19 m, 22.6630
2024-07-17T12:00:18-0700, -20 m, 22.6640
2024-07-17T12:00:18-0700, -21 m, 22.6660
2024-07-17T12:00:18-0700, -22 m, 22.6680
2024-07-17T12:00:18-0700, -23 m, 22.6810
2024-07-17T12:00:18-0700, -24 m, 22.7040
2024-07-17T12:00:18-0700, -25 m, 22.7560
2024-07-17T12:00:18-0700, -26 m, 22.7960
2024-07-17T12:00:18-0700, -27 m, 22.7890
2024-07-17T12:00:18-0700, -28 m, 22.7920
2024-07-17T12:00:18-0700, -29 m, 22.7960
2024-07-17T12:00:18-0700, -30 m, 22.7970
2024-07-17T12:00:18-0700, -31 m, 22.7980
2024-07-17T12:00:18-0700, -32 m, 22.8000
2024-07-17T12:00:18-0700, -33 m, 22.8000
2024-07-17T12:00:18-0700, -34 m, 22.8040
2024-07-17T12:00:18-0700, -35 m, 22.8070
2024-07-17T12:00:18-0700, -36 m, 22.8070
2024-07-17T12:00:18-0700, -37 m, 22.8060
2024-07-17T12:00:18-0700, -38 m, 22.8050
2024-07-17T12:00:18-0700, -39 m, 22.8070
2024-07-17T12:00:18-0700, -40 m, 22.8080
2024-07-17T12:00:18-0700, -41 m, 22.8140
2024-07-17T12:00:18-0700, -42 m, 22.8150
2024-07-17T12:00:18-0700, -43 m, 22.8160
2024-07-17T12:00:18-0700, -44 m, 22.8140
2024-07-17T12:00:18-0700, -45 m, 22.8150
2024-07-17T12:00:18-0700, -46 m, 22.8230
2024-07-17T12:00:18-0700, -47 m, 22.8390
2024-07-17T12:00:18-0700, -48 m, 22.8550
2024-07-17T12:00:18-0700, -49 m, 22.8610
2024-07-17T12:00:18-0700, -50 m, 22.8750
2024-07-17T12:00:18-0700, -51 m, 22.8790
2024-07-17T12:00:18-0700, -52 m, 22.8810
2024-07-17T12:00:18-0700, -53 m, 22.8830
2024-07-17T12:00:18-0700, -54 m, 22.8860
2024-07-17T12:00:18-0700, -55 m, 22.8880
2024-07-17T12:00:18-0700, -56 m, 22.9180
2024-07-17T12:00:18-0700, -57 m, 23.0160
2024-07-17T12:00:18-0700, -58 m, 23.0590
2024-07-17T12:00:18-0700, -59 m, 23.0650
2024-07-17T12:00:18-0700, -5 m, 21.6760
2024-07-17T12:00:18-0700, -60 m, 23.0740
2024-07-17T12:00:18-0700, -61 m, 23.0760
2024-07-17T12:00:18-0700, -62 m, 23.0740
2024-07-17T12:00:18-0700, -63 m, 23.0770
2024-07-17T12:00:18-0700, -64 m, 23.0860
2024-07-17T12:00:18-0700, -65 m, 23.0910
2024-07-17T12:00:18-0700, -66 m, 23.0930
2024-07-17T12:00:18-0700, -67 m, 23.0940
2024-07-17T12:00:18-0700, -68 m, 23.0950
2024-07-17T12:00:18-0700, -69 m, 23.0970
2024-07-17T12:00:18-0700, -6 m, 21.7670
2024-07-17T12:00:18-0700, -70 m, 23.0990
2024-07-17T12:00:18-0700, -71 m, 23.1000
2024-07-17T12:00:18-0700, -72 m, 23.1000
2024-07-17T12:00:18-0700, -73 m, 23.1000
2024-07-17T12:00:18-0700, -74 m, 23.1000
2024-07-17T12:00:18-0700, -75 m, 23.1010
2024-07-17T12:00:18-0700, -76 m, 23.1020
2024-07-17T12:00:18-0700, -77 m, 23.1030
2024-07-17T12:00:18-0700, -78 m, 23.1030
2024-07-17T12:00:18-0700, -79 m, 23.1030
2024-07-17T12:00:18-0700, -7 m, 21.8240
2024-07-17T12:00:18-0700, -80 m, 23.1030
2024-07-17T12:00:18-0700, -8 m, 21.9460
2024-07-17T12:00:18-0700, -9 m, 21.9990
2024-07-18T00:00:17-0700, -10 m, 21.9500
2024-07-18T00:00:17-0700, -11 m, 22.0150
2024-07-18T00:00:17-0700, -12 m, 22.0510
2024-07-18T00:00:17-0700, -13 m, 22.0730
2024-07-18T00:00:17-0700, -14 m, 22.1140
2024-07-18T00:00:17-0700, -15 m, 22.1360
2024-07-18T00:00:17-0700, -16 m, 22.2030
2024-07-18T00:00:17-0700, -17 m, 22.2500
2024-07-18T00:00:17-0700, -18 m, 22.3020
2024-07-18T00:00:17-0700, -19 m, 22.3380
2024-07-18T00:00:17-0700, -20 m, 22.3420
2024-07-18T00:00:17-0700, -21 m, 22.3440
2024-07-18T00:00:17-0700, -22 m, 22.3490
2024-07-18T00:00:17-0700, -23 m, 22.3530
2024-07-18T00:00:17-0700, -24 m, 22.3570
2024-07-18T00:00:17-0700, -25 m, 22.3620
2024-07-18T00:00:17-0700, -26 m, 22.3750
2024-07-18T00:00:17-0700, -27 m, 22.3870
2024-07-18T00:00:17-0700, -28 m, 22.3980
2024-07-18T00:00:17-0700, -29 m, 22.4260
2024-07-18T00:00:17-0700, -30 m, 22.4740
2024-07-18T00:00:17-0700, -31 m, 22.4920
2024-07-18T00:00:17-0700, -32 m, 22.5080
2024-07-18T00:00:17-0700, -33 m, 22.5220
2024-07-18T00:00:17-0700, -34 m, 22.5390
2024-07-18T00:00:17-0700, -35 m, 22.5730
2024-07-18T00:00:17-0700, -36 m, 22.6330
2024-07-18T00:00:17-0700, -37 m, 22.6420
2024-07-18T00:00:17-0700, -38 m, 22.6490
2024-07-18T00:00:17-0700, -39 m, 22.6610
2024-07-18T00:00:17-0700, -40 m, 22.6830
2024-07-18T00:00:17-0700, -41 m, 22.6960
2024-07-18T00:00:17-0700, -42 m, 22.7080
2024-07-18T00:00:17-0700, -43 m, 22.7140
2024-07-18T00:00:17-0700, -44 m, 22.7220
2024-07-18T00:00:17-0700, -45 m, 22.7260
2024-07-18T00:00:17-0700, -46 m, 22.7290
2024-07-18T00:00:17-0700, -47 m, 22.7300
2024-07-18T00:00:17-0700, -48 m, 22.7310
2024-07-18T00:00:17-0700, -49 m, 22.7350
2024-07-18T00:00:17-0700, -50 m, 22.7370
2024-07-18T00:00:17-0700, -51 m, 22.7370
2024-07-18T00:00:17-0700, -52 m, 22.7380
2024-07-18T00:00:17-0700, -53 m, 22.7400
2024-07-18T00:00:17-0700, -54 m, 22.7440
2024-07-18T00:00:17-0700, -55 m, 22.7450
2024-07-18T00:00:17-0700, -56 m, 22.7450
2024-07-18T00:00:17-0700, -57 m, 22.7460
2024-07-18T00:00:17-0700, -58 m, 22.7470
2024-07-18T00:00:17-0700, -59 m, 22.7490
2024-07-18T00:00:17-0700, -5 m, 21.3400
2024-07-18T00:00:17-0700, -60 m, 22.7500
2024-07-18T00:00:17-0700, -61 m, 22.7530
2024-07-18T00:00:17-0700, -62 m, 22.7600
2024-07-18T00:00:17-0700, -63 m, 22.7670
2024-07-18T00:00:17-0700, -64 m, 22.7750
2024-07-18T00:00:17-0700, -65 m, 22.7980
2024-07-18T00:00:17-0700, -66 m, 22.8080
2024-07-18T00:00:17-0700, -67 m, 22.8190
2024-07-18T00:00:17-0700, -68 m, 22.8260
2024-07-18T00:00:17-0700, -69 m, 22.8280
2024-07-18T00:00:17-0700, -6 m, 21.3430
2024-07-18T00:00:17-0700, -70 m, 22.8350
2024-07-18T00:00:17-0700, -71 m, 22.8380
2024-07-18T00:00:17-0700, -72 m, 22.8410
2024-07-18T00:00:17-0700, -73 m, 22.8510
2024-07-18T00:00:17-0700, -74 m, 22.8700
2024-07-18T00:00:17-0700, -75 m, 22.8960
2024-07-18T00:00:17-0700, -76 m, 22.9170
2024-07-18T00:00:17-0700, -77 m, 22.9360
2024-07-18T00:00:17-0700, -78 m, 22.9560
2024-07-18T00:00:17-0700, -79 m, 22.9790
2024-07-18T00:00:17-0700, -7 m, 21.3890
2024-07-18T00:00:17-0700, -80 m, 23.0070
2024-07-18T00:00:17-0700, -8 m, 21.5510
2024-07-18T00:00:17-0700, -9 m, 21.7330
