Date and Time, Depth (M), Water Temp. (°C)
2024-07-07T12:00:16-0700, -95 m, 
2024-07-07T12:00:16-0700, -96 m, 
2024-07-07T12:00:16-0700, -97 m, 
2024-07-07T12:00:16-0700, -98 m, 
2024-07-07T12:00:16-0700, -99 m, 
2024-07-07T12:00:16-0700, -9 m, 12.6640
2024-07-07T12:00:16-0700, 0 m, 
2024-07-08T00:00:16-0700, -100 m, 
2024-07-08T00:00:16-0700, -10 m, 12.8450
2024-07-08T00:00:16-0700, -11 m, 12.8100
2024-07-08T00:00:16-0700, -12 m, 12.7800
2024-07-08T00:00:16-0700, -13 m, 12.6750
2024-07-08T00:00:16-0700, -14 m, 12.5640
2024-07-08T00:00:16-0700, -15 m, 12.5190
2024-07-08T00:00:16-0700, -16 m, 12.5020
2024-07-08T00:00:16-0700, -17 m, 12.4720
2024-07-08T00:00:16-0700, -18 m, 12.4750
2024-07-08T00:00:16-0700, -19 m, 12.4690
2024-07-08T00:00:16-0700, -1 m, 
2024-07-08T00:00:16-0700, -20 m, 12.4650
2024-07-08T00:00:16-0700, -21 m, 12.4510
2024-07-08T00:00:16-0700, -22 m, 12.4360
2024-07-08T00:00:16-0700, -23 m, 12.4220
2024-07-08T00:00:16-0700, -24 m, 12.4080
2024-07-08T00:00:16-0700, -25 m, 12.3740
2024-07-08T00:00:16-0700, -26 m, 12.3630
2024-07-08T00:00:16-0700, -27 m, 12.3680
2024-07-08T00:00:16-0700, -28 m, 12.3010
2024-07-08T00:00:16-0700, -29 m, 12.2530
2024-07-08T00:00:16-0700, -2 m, 
2024-07-08T00:00:16-0700, -30 m, 12.2350
2024-07-08T00:00:16-0700, -31 m, 12.2210
2024-07-08T00:00:16-0700, -32 m, 12.1690
2024-07-08T00:00:16-0700, -33 m, 12.0890
2024-07-08T00:00:16-0700, -34 m, 12.0310
2024-07-08T00:00:16-0700, -35 m, 12.0280
2024-07-08T00:00:16-0700, -36 m, 12.0290
2024-07-08T00:00:16-0700, -37 m, 12.0330
2024-07-08T00:00:16-0700, -38 m, 12.0310
2024-07-08T00:00:16-0700, -39 m, 12.0280
2024-07-08T00:00:16-0700, -3 m, 
2024-07-08T00:00:16-0700, -40 m, 12.0390
2024-07-08T00:00:16-0700, -41 m, 12.0480
2024-07-08T00:00:16-0700, -42 m, 12.0510
2024-07-08T00:00:16-0700, -43 m, 12.0510
2024-07-08T00:00:16-0700, -44 m, 12.0430
2024-07-08T00:00:16-0700, -45 m, 12.0020
2024-07-08T00:00:16-0700, -46 m, 11.9580
2024-07-08T00:00:16-0700, -47 m, 11.9370
2024-07-08T00:00:16-0700, -48 m, 11.9250
2024-07-08T00:00:16-0700, -49 m, 11.9180
2024-07-08T00:00:16-0700, -4 m, 
2024-07-08T00:00:16-0700, -50 m, 11.9120
2024-07-08T00:00:16-0700, -51 m, 11.9080
2024-07-08T00:00:16-0700, -52 m, 11.9010
2024-07-08T00:00:16-0700, -53 m, 11.8840
2024-07-08T00:00:16-0700, -54 m, 11.8740
2024-07-08T00:00:16-0700, -55 m, 11.8710
2024-07-08T00:00:16-0700, -56 m, 11.8630
2024-07-08T00:00:16-0700, -57 m, 11.8520
2024-07-08T00:00:16-0700, -58 m, 11.8210
2024-07-08T00:00:16-0700, -59 m, 11.8110
2024-07-08T00:00:16-0700, -5 m, 13.0950
2024-07-08T00:00:16-0700, -60 m, 11.8230
2024-07-08T00:00:16-0700, -61 m, 11.8260
2024-07-08T00:00:16-0700, -62 m, 11.8250
2024-07-08T00:00:16-0700, -63 m, 11.8280
2024-07-08T00:00:16-0700, -64 m, 11.8290
2024-07-08T00:00:16-0700, -65 m, 11.8300
2024-07-08T00:00:16-0700, -66 m, 11.8290
2024-07-08T00:00:16-0700, -67 m, 11.8250
2024-07-08T00:00:16-0700, -68 m, 11.8240
2024-07-08T00:00:16-0700, -69 m, 11.8250
2024-07-08T00:00:16-0700, -6 m, 13.0250
2024-07-08T00:00:16-0700, -70 m, 11.8230
2024-07-08T00:00:16-0700, -71 m, 11.8170
2024-07-08T00:00:16-0700, -72 m, 11.8170
2024-07-08T00:00:16-0700, -73 m, 11.8180
2024-07-08T00:00:16-0700, -74 m, 11.8150
2024-07-08T00:00:16-0700, -75 m, 11.8080
2024-07-08T00:00:16-0700, -76 m, 11.8070
2024-07-08T00:00:16-0700, -77 m, 11.7900
2024-07-08T00:00:16-0700, -78 m, 11.7450
2024-07-08T00:00:16-0700, -79 m, 11.6760
2024-07-08T00:00:16-0700, -7 m, 12.9580
2024-07-08T00:00:16-0700, -80 m, 11.6200
2024-07-08T00:00:16-0700, -81 m, 
2024-07-08T00:00:16-0700, -82 m, 
2024-07-08T00:00:16-0700, -83 m, 
2024-07-08T00:00:16-0700, -84 m, 
2024-07-08T00:00:16-0700, -85 m, 
2024-07-08T00:00:16-0700, -86 m, 
2024-07-08T00:00:16-0700, -87 m, 
2024-07-08T00:00:16-0700, -88 m, 
2024-07-08T00:00:16-0700, -89 m, 
2024-07-08T00:00:16-0700, -8 m, 12.9230
2024-07-08T00:00:16-0700, -90 m, 
2024-07-08T00:00:16-0700, -91 m, 
2024-07-08T00:00:16-0700, -92 m, 
2024-07-08T00:00:16-0700, -93 m, 
2024-07-08T00:00:16-0700, -94 m, 
2024-07-08T00:00:16-0700, -95 m, 
2024-07-08T00:00:16-0700, -96 m, 
2024-07-08T00:00:16-0700, -97 m, 
2024-07-08T00:00:16-0700, -98 m, 
2024-07-08T00:00:16-0700, -99 m, 
2024-07-08T00:00:16-0700, -9 m, 12.8680
2024-07-08T00:00:16-0700, 0 m, 
2024-07-08T12:00:16-0700, -100 m, 
2024-07-08T12:00:16-0700, -10 m, 12.5660
2024-07-08T12:00:16-0700, -11 m, 12.4380
2024-07-08T12:00:16-0700, -12 m, 12.4150
2024-07-08T12:00:16-0700, -13 m, 12.3980
2024-07-08T12:00:16-0700, -14 m, 12.3720
2024-07-08T12:00:16-0700, -15 m, 12.3360
2024-07-08T12:00:16-0700, -16 m, 12.3360
2024-07-08T12:00:16-0700, -17 m, 12.3370
2024-07-08T12:00:16-0700, -18 m, 12.3260
2024-07-08T12:00:16-0700, -19 m, 12.3080
2024-07-08T12:00:16-0700, -1 m, 
2024-07-08T12:00:16-0700, -20 m, 12.2600
2024-07-08T12:00:16-0700, -21 m, 12.2450
2024-07-08T12:00:16-0700, -22 m, 12.2330
2024-07-08T12:00:16-0700, -23 m, 12.2090
2024-07-08T12:00:16-0700, -24 m, 12.2000
2024-07-08T12:00:16-0700, -25 m, 12.2000
2024-07-08T12:00:16-0700, -26 m, 12.2030
2024-07-08T12:00:16-0700, -27 m, 12.2080
2024-07-08T12:00:16-0700, -28 m, 12.2090
2024-07-08T12:00:16-0700, -29 m, 12.2140
2024-07-08T12:00:16-0700, -2 m, 
2024-07-08T12:00:16-0700, -30 m, 12.2330
2024-07-08T12:00:16-0700, -31 m, 12.2180
2024-07-08T12:00:16-0700, -32 m, 12.1960
2024-07-08T12:00:16-0700, -33 m, 12.1750
2024-07-08T12:00:16-0700, -34 m, 12.1710
2024-07-08T12:00:16-0700, -35 m, 12.1520
2024-07-08T12:00:16-0700, -36 m, 12.1410
2024-07-08T12:00:16-0700, -37 m, 12.1290
2024-07-08T12:00:16-0700, -38 m, 12.1200
2024-07-08T12:00:16-0700, -39 m, 12.1080
2024-07-08T12:00:16-0700, -3 m, 
2024-07-08T12:00:16-0700, -40 m, 12.0820
2024-07-08T12:00:16-0700, -41 m, 12.0470
2024-07-08T12:00:16-0700, -42 m, 12.0030
2024-07-08T12:00:16-0700, -43 m, 11.9880
2024-07-08T12:00:16-0700, -44 m, 11.9710
2024-07-08T12:00:16-0700, -45 m, 11.9300
2024-07-08T12:00:16-0700, -46 m, 11.8700
2024-07-08T12:00:16-0700, -47 m, 11.8180
2024-07-08T12:00:16-0700, -48 m, 11.7890
2024-07-08T12:00:16-0700, -49 m, 11.7420
2024-07-08T12:00:16-0700, -4 m, 
2024-07-08T12:00:16-0700, -50 m, 11.7180
2024-07-08T12:00:16-0700, -51 m, 11.7070
2024-07-08T12:00:16-0700, -52 m, 11.6900
2024-07-08T12:00:16-0700, -53 m, 11.6840
2024-07-08T12:00:16-0700, -54 m, 11.6730
2024-07-08T12:00:16-0700, -55 m, 11.6600
2024-07-08T12:00:16-0700, -56 m, 11.6510
2024-07-08T12:00:16-0700, -57 m, 11.6490
2024-07-08T12:00:16-0700, -58 m, 11.6430
2024-07-08T12:00:16-0700, -59 m, 11.6260
2024-07-08T12:00:16-0700, -5 m, 13.2930
2024-07-08T12:00:16-0700, -60 m, 11.6180
2024-07-08T12:00:16-0700, -61 m, 11.6090
2024-07-08T12:00:16-0700, -62 m, 11.6100
2024-07-08T12:00:16-0700, -63 m, 11.6100
2024-07-08T12:00:16-0700, -64 m, 11.5930
2024-07-08T12:00:16-0700, -65 m, 11.5770
2024-07-08T12:00:16-0700, -66 m, 11.5500
2024-07-08T12:00:16-0700, -67 m, 11.4830
2024-07-08T12:00:16-0700, -68 m, 11.4240
2024-07-08T12:00:16-0700, -69 m, 11.3720
2024-07-08T12:00:16-0700, -6 m, 13.2150
2024-07-08T12:00:16-0700, -70 m, 11.3370
2024-07-08T12:00:16-0700, -71 m, 11.3140
2024-07-08T12:00:16-0700, -72 m, 11.3040
2024-07-08T12:00:16-0700, -73 m, 11.2980
2024-07-08T12:00:16-0700, -74 m, 11.2980
2024-07-08T12:00:16-0700, -75 m, 11.3010
2024-07-08T12:00:16-0700, -76 m, 11.3040
2024-07-08T12:00:16-0700, -77 m, 11.3050
2024-07-08T12:00:16-0700, -78 m, 11.2940
2024-07-08T12:00:16-0700, -79 m, 11.2670
2024-07-08T12:00:16-0700, -7 m, 13.0450
2024-07-08T12:00:16-0700, -80 m, 11.2440
2024-07-08T12:00:16-0700, -81 m, 11.2460
2024-07-08T12:00:16-0700, -82 m, 
2024-07-08T12:00:16-0700, -83 m, 
2024-07-08T12:00:16-0700, -84 m, 
2024-07-08T12:00:16-0700, -85 m, 
2024-07-08T12:00:16-0700, -86 m, 
2024-07-08T12:00:16-0700, -87 m, 
2024-07-08T12:00:16-0700, -88 m, 
2024-07-08T12:00:16-0700, -89 m, 
2024-07-08T12:00:16-0700, -8 m, 12.8480
2024-07-08T12:00:16-0700, -90 m, 
2024-07-08T12:00:16-0700, -91 m, 
2024-07-08T12:00:16-0700, -92 m, 
2024-07-08T12:00:16-0700, -93 m, 
2024-07-08T12:00:16-0700, -94 m, 
2024-07-08T12:00:16-0700, -95 m, 
2024-07-08T12:00:16-0700, -96 m, 
2024-07-08T12:00:16-0700, -97 m, 
2024-07-08T12:00:16-0700, -98 m, 
2024-07-08T12:00:16-0700, -99 m, 
2024-07-08T12:00:16-0700, -9 m, 12.6950
2024-07-08T12:00:16-0700, 0 m, 
2024-07-09T00:00:17-0700, -10 m, 12.5100
2024-07-09T00:00:17-0700, -11 m, 12.4920
2024-07-09T00:00:17-0700, -12 m, 12.4880
2024-07-09T00:00:17-0700, -13 m, 12.4930
2024-07-09T00:00:17-0700, -14 m, 12.4830
2024-07-09T00:00:17-0700, -15 m, 12.4830
2024-07-09T00:00:17-0700, -16 m, 12.4800
2024-07-09T00:00:17-0700, -17 m, 12.4760
2024-07-09T00:00:17-0700, -18 m, 12.4460
2024-07-09T00:00:17-0700, -19 m, 12.4270
2024-07-09T00:00:17-0700, -20 m, 12.4030
2024-07-09T00:00:17-0700, -21 m, 12.3930
2024-07-09T00:00:17-0700, -22 m, 12.3950
2024-07-09T00:00:17-0700, -23 m, 12.3760
2024-07-09T00:00:17-0700, -24 m, 12.3570
2024-07-09T00:00:17-0700, -25 m, 12.3530
2024-07-09T00:00:17-0700, -26 m, 12.3350
2024-07-09T00:00:17-0700, -27 m, 12.3030
2024-07-09T00:00:17-0700, -28 m, 12.2970
2024-07-09T00:00:17-0700, -29 m, 12.3100
2024-07-09T00:00:17-0700, -30 m, 12.3080
2024-07-09T00:00:17-0700, -31 m, 12.3070
2024-07-09T00:00:17-0700, -32 m, 12.3060
2024-07-09T00:00:17-0700, -33 m, 12.3080
2024-07-09T00:00:17-0700, -34 m, 12.3050
2024-07-09T00:00:17-0700, -35 m, 12.3020
2024-07-09T00:00:17-0700, -36 m, 12.2930
2024-07-09T00:00:17-0700, -37 m, 12.2400
2024-07-09T00:00:17-0700, -38 m, 12.0150
2024-07-09T00:00:17-0700, -39 m, 11.8750
2024-07-09T00:00:17-0700, -40 m, 11.8520
2024-07-09T00:00:17-0700, -41 m, 11.8500
2024-07-09T00:00:17-0700, -42 m, 11.8420
2024-07-09T00:00:17-0700, -43 m, 11.8170
2024-07-09T00:00:17-0700, -44 m, 11.8100
2024-07-09T00:00:17-0700, -45 m, 11.8160
2024-07-09T00:00:17-0700, -46 m, 11.8390
2024-07-09T00:00:17-0700, -47 m, 11.8240
2024-07-09T00:00:17-0700, -48 m, 11.7900
2024-07-09T00:00:17-0700, -49 m, 11.7800
2024-07-09T00:00:17-0700, -50 m, 11.7580
2024-07-09T00:00:17-0700, -51 m, 11.7480
2024-07-09T00:00:17-0700, -52 m, 11.7410
2024-07-09T00:00:17-0700, -53 m, 11.7400
2024-07-09T00:00:17-0700, -54 m, 11.7350
2024-07-09T00:00:17-0700, -55 m, 11.7310
2024-07-09T00:00:17-0700, -56 m, 11.7400
2024-07-09T00:00:17-0700, -57 m, 11.7640
2024-07-09T00:00:17-0700, -58 m, 11.7630
2024-07-09T00:00:17-0700, -59 m, 11.7500
2024-07-09T00:00:17-0700, -5 m, 12.6690
2024-07-09T00:00:17-0700, -60 m, 11.7490
2024-07-09T00:00:17-0700, -61 m, 11.7490
2024-07-09T00:00:17-0700, -62 m, 11.7480
2024-07-09T00:00:17-0700, -63 m, 11.7390
2024-07-09T00:00:17-0700, -64 m, 11.7310
2024-07-09T00:00:17-0700, -65 m, 11.7160
2024-07-09T00:00:17-0700, -66 m, 11.6870
2024-07-09T00:00:17-0700, -67 m, 11.6830
2024-07-09T00:00:17-0700, -68 m, 11.5960
2024-07-09T00:00:17-0700, -69 m, 11.5600
2024-07-09T00:00:17-0700, -6 m, 12.6420
2024-07-09T00:00:17-0700, -70 m, 11.5500
2024-07-09T00:00:17-0700, -71 m, 11.5300
2024-07-09T00:00:17-0700, -72 m, 11.5320
2024-07-09T00:00:17-0700, -73 m, 11.4800
2024-07-09T00:00:17-0700, -74 m, 11.3710
2024-07-09T00:00:17-0700, -75 m, 11.3340
2024-07-09T00:00:17-0700, -76 m, 11.3190
2024-07-09T00:00:17-0700, -77 m, 11.3010
2024-07-09T00:00:17-0700, -78 m, 11.2900
2024-07-09T00:00:17-0700, -79 m, 11.2790
2024-07-09T00:00:17-0700, -7 m, 12.6060
2024-07-09T00:00:17-0700, -80 m, 11.2770
2024-07-09T00:00:17-0700, -81 m, 11.2710
2024-07-09T00:00:17-0700, -8 m, 12.5820
2024-07-09T00:00:17-0700, -9 m, 12.5800
2024-07-09T12:00:16-0700, -10 m, 12.8640
2024-07-09T12:00:16-0700, -11 m, 12.7840
2024-07-09T12:00:16-0700, -12 m, 12.6650
2024-07-09T12:00:16-0700, -13 m, 12.5840
2024-07-09T12:00:16-0700, -14 m, 12.5380
2024-07-09T12:00:16-0700, -15 m, 12.4990
2024-07-09T12:00:16-0700, -16 m, 12.4580
2024-07-09T12:00:16-0700, -17 m, 12.3660
2024-07-09T12:00:16-0700, -18 m, 12.2790
2024-07-09T12:00:16-0700, -19 m, 12.2590
2024-07-09T12:00:16-0700, -20 m, 12.2350
2024-07-09T12:00:16-0700, -21 m, 12.2130
2024-07-09T12:00:16-0700, -22 m, 12.2010
2024-07-09T12:00:16-0700, -23 m, 12.1710
2024-07-09T12:00:16-0700, -24 m, 12.1690
2024-07-09T12:00:16-0700, -25 m, 12.1650
2024-07-09T12:00:16-0700, -26 m, 12.1590
2024-07-09T12:00:16-0700, -27 m, 12.1420
2024-07-09T12:00:16-0700, -28 m, 12.0910
2024-07-09T12:00:16-0700, -29 m, 12.0180
2024-07-09T12:00:16-0700, -30 m, 11.9770
2024-07-09T12:00:16-0700, -31 m, 11.9770
2024-07-09T12:00:16-0700, -32 m, 11.9790
2024-07-09T12:00:16-0700, -33 m, 11.9630
2024-07-09T12:00:16-0700, -34 m, 11.9350
2024-07-09T12:00:16-0700, -35 m, 11.8890
2024-07-09T12:00:16-0700, -36 m, 11.8130
2024-07-09T12:00:16-0700, -37 m, 11.7670
2024-07-09T12:00:16-0700, -38 m, 11.7530
2024-07-09T12:00:16-0700, -39 m, 11.7350
2024-07-09T12:00:16-0700, -40 m, 11.7410
2024-07-09T12:00:16-0700, -41 m, 11.7480
2024-07-09T12:00:16-0700, -42 m, 11.7570
2024-07-09T12:00:16-0700, -43 m, 11.7520
2024-07-09T12:00:16-0700, -44 m, 11.7550
2024-07-09T12:00:16-0700, -45 m, 11.7510
2024-07-09T12:00:16-0700, -46 m, 11.7470
2024-07-09T12:00:16-0700, -47 m, 11.7480
2024-07-09T12:00:16-0700, -48 m, 11.7450
2024-07-09T12:00:16-0700, -49 m, 11.7350
2024-07-09T12:00:16-0700, -50 m, 11.7310
2024-07-09T12:00:16-0700, -51 m, 11.7260
2024-07-09T12:00:16-0700, -52 m, 11.7170
2024-07-09T12:00:16-0700, -53 m, 11.7120
2024-07-09T12:00:16-0700, -54 m, 11.7100
2024-07-09T12:00:16-0700, -55 m, 11.7090
2024-07-09T12:00:16-0700, -56 m, 11.7070
2024-07-09T12:00:16-0700, -57 m, 11.7080
2024-07-09T12:00:16-0700, -58 m, 11.7100
2024-07-09T12:00:16-0700, -59 m, 11.7080
2024-07-09T12:00:16-0700, -5 m, 13.2010
2024-07-09T12:00:16-0700, -60 m, 11.7060
2024-07-09T12:00:16-0700, -61 m, 11.7030
2024-07-09T12:00:16-0700, -62 m, 11.7020
2024-07-09T12:00:16-0700, -63 m, 11.7030
2024-07-09T12:00:16-0700, -64 m, 11.6990
2024-07-09T12:00:16-0700, -65 m, 11.7110
2024-07-09T12:00:16-0700, -66 m, 11.7380
2024-07-09T12:00:16-0700, -67 m, 11.7420
2024-07-09T12:00:16-0700, -68 m, 11.7440
2024-07-09T12:00:16-0700, -69 m, 11.7400
2024-07-09T12:00:16-0700, -6 m, 13.1200
2024-07-09T12:00:16-0700, -70 m, 11.7290
2024-07-09T12:00:16-0700, -71 m, 11.7250
2024-07-09T12:00:16-0700, -72 m, 11.7040
2024-07-09T12:00:16-0700, -73 m, 11.6720
2024-07-09T12:00:16-0700, -74 m, 11.5800
2024-07-09T12:00:16-0700, -75 m, 11.4350
2024-07-09T12:00:16-0700, -76 m, 11.3650
2024-07-09T12:00:16-0700, -77 m, 11.3520
2024-07-09T12:00:16-0700, -78 m, 11.3470
2024-07-09T12:00:16-0700, -79 m, 11.3340
2024-07-09T12:00:16-0700, -7 m, 13.1070
2024-07-09T12:00:16-0700, -80 m, 11.3000
2024-07-09T12:00:16-0700, -81 m, 11.2870
2024-07-09T12:00:16-0700, -8 m, 13.0550
2024-07-09T12:00:16-0700, -9 m, 12.9410
2024-07-10T00:00:17-0700, -10 m, 12.8130
2024-07-10T00:00:17-0700, -11 m, 12.7980
2024-07-10T00:00:17-0700, -12 m, 12.7930
2024-07-10T00:00:17-0700, -13 m, 12.7890
2024-07-10T00:00:17-0700, -14 m, 12.7880
2024-07-10T00:00:17-0700, -15 m, 12.7830
2024-07-10T00:00:17-0700, -16 m, 12.7760
2024-07-10T00:00:17-0700, -17 m, 12.7570
2024-07-10T00:00:17-0700, -18 m, 12.6860
2024-07-10T00:00:17-0700, -19 m, 12.6140
2024-07-10T00:00:17-0700, -20 m, 12.4620
2024-07-10T00:00:17-0700, -21 m, 12.3310
2024-07-10T00:00:17-0700, -22 m, 12.1590
2024-07-10T00:00:17-0700, -23 m, 12.0970
2024-07-10T00:00:17-0700, -24 m, 12.0740
2024-07-10T00:00:17-0700, -25 m, 12.0510
2024-07-10T00:00:17-0700, -26 m, 11.9880
2024-07-10T00:00:17-0700, -27 m, 11.9510
2024-07-10T00:00:17-0700, -28 m, 11.9250
2024-07-10T00:00:17-0700, -29 m, 11.9200
2024-07-10T00:00:17-0700, -30 m, 11.9180
2024-07-10T00:00:17-0700, -31 m, 11.9000
2024-07-10T00:00:17-0700, -32 m, 11.8110
2024-07-10T00:00:17-0700, -33 m, 11.8030
2024-07-10T00:00:17-0700, -34 m, 11.7870
2024-07-10T00:00:17-0700, -35 m, 11.7610
2024-07-10T00:00:17-0700, -36 m, 11.7400
2024-07-10T00:00:17-0700, -37 m, 11.7310
2024-07-10T00:00:17-0700, -38 m, 11.7290
2024-07-10T00:00:17-0700, -39 m, 11.7270
2024-07-10T00:00:17-0700, -40 m, 11.7230
2024-07-10T00:00:17-0700, -41 m, 11.7210
2024-07-10T00:00:17-0700, -42 m, 11.7200
2024-07-10T00:00:17-0700, -43 m, 11.7190
2024-07-10T00:00:17-0700, -44 m, 11.7190
2024-07-10T00:00:17-0700, -45 m, 11.7180
2024-07-10T00:00:17-0700, -46 m, 11.7170
2024-07-10T00:00:17-0700, -47 m, 11.7190
2024-07-10T00:00:17-0700, -48 m, 11.7230
2024-07-10T00:00:17-0700, -49 m, 11.7240
2024-07-10T00:00:17-0700, -50 m, 11.7250
2024-07-10T00:00:17-0700, -51 m, 11.7260
2024-07-10T00:00:17-0700, -52 m, 11.7270
2024-07-10T00:00:17-0700, -53 m, 11.7310
2024-07-10T00:00:17-0700, -54 m, 11.7280
2024-07-10T00:00:17-0700, -55 m, 11.7220
2024-07-10T00:00:17-0700, -56 m, 11.7020
2024-07-10T00:00:17-0700, -57 m, 11.5910
2024-07-10T00:00:17-0700, -58 m, 11.4770
2024-07-10T00:00:17-0700, -59 m, 11.4170
2024-07-10T00:00:17-0700, -5 m, 12.8460
2024-07-10T00:00:17-0700, -60 m, 11.3940
2024-07-10T00:00:17-0700, -61 m, 11.3760
2024-07-10T00:00:17-0700, -62 m, 11.3580
2024-07-10T00:00:17-0700, -63 m, 11.3300
2024-07-10T00:00:17-0700, -64 m, 11.3190
2024-07-10T00:00:17-0700, -65 m, 11.3200
2024-07-10T00:00:17-0700, -66 m, 11.3300
2024-07-10T00:00:17-0700, -67 m, 11.3240
2024-07-10T00:00:17-0700, -68 m, 11.3150
2024-07-10T00:00:17-0700, -69 m, 11.3170
2024-07-10T00:00:17-0700, -6 m, 12.8440
2024-07-10T00:00:17-0700, -70 m, 11.3320
2024-07-10T00:00:17-0700, -71 m, 11.3340
2024-07-10T00:00:17-0700, -72 m, 11.3230
2024-07-10T00:00:17-0700, -73 m, 11.3240
2024-07-10T00:00:17-0700, -74 m, 11.3100
2024-07-10T00:00:17-0700, -75 m, 11.3080
2024-07-10T00:00:17-0700, -76 m, 11.3080
2024-07-10T00:00:17-0700, -77 m, 11.3070
2024-07-10T00:00:17-0700, -78 m, 11.3050
2024-07-10T00:00:17-0700, -79 m, 11.3050
2024-07-10T00:00:17-0700, -7 m, 12.8400
2024-07-10T00:00:17-0700, -80 m, 11.3090
2024-07-10T00:00:17-0700, -8 m, 12.8290
2024-07-10T00:00:17-0700, -9 m, 12.8170
2024-07-10T12:00:16-0700, -10 m, 12.7240
2024-07-10T12:00:16-0700, -11 m, 12.6580
2024-07-10T12:00:16-0700, -12 m, 12.5710
2024-07-10T12:00:16-0700, -13 m, 12.4550
2024-07-10T12:00:16-0700, -14 m, 12.4200
2024-07-10T12:00:16-0700, -15 m, 12.3930
2024-07-10T12:00:16-0700, -16 m, 12.3840
2024-07-10T12:00:16-0700, -17 m, 12.3730
2024-07-10T12:00:16-0700, -18 m, 12.3570
2024-07-10T12:00:16-0700, -19 m, 12.3140
2024-07-10T12:00:16-0700, -20 m, 12.2740
2024-07-10T12:00:16-0700, -21 m, 12.2450
2024-07-10T12:00:16-0700, -22 m, 12.2070
2024-07-10T12:00:16-0700, -23 m, 12.1740
2024-07-10T12:00:16-0700, -24 m, 12.1000
2024-07-10T12:00:16-0700, -25 m, 12.0600
2024-07-10T12:00:16-0700, -26 m, 12.0160
2024-07-10T12:00:16-0700, -27 m, 11.9910
2024-07-10T12:00:16-0700, -28 m, 11.9550
2024-07-10T12:00:16-0700, -29 m, 11.9230
2024-07-10T12:00:16-0700, -30 m, 11.9050
2024-07-10T12:00:16-0700, -31 m, 11.8880
2024-07-10T12:00:16-0700, -32 m, 11.8890
2024-07-10T12:00:16-0700, -33 m, 11.8880
2024-07-10T12:00:16-0700, -34 m, 11.8720
2024-07-10T12:00:16-0700, -35 m, 11.8510
2024-07-10T12:00:16-0700, -36 m, 11.8490
2024-07-10T12:00:16-0700, -37 m, 11.8460
2024-07-10T12:00:16-0700, -38 m, 11.8450
2024-07-10T12:00:16-0700, -39 m, 11.8430
2024-07-10T12:00:16-0700, -40 m, 11.8420
2024-07-10T12:00:16-0700, -41 m, 11.8400
2024-07-10T12:00:16-0700, -42 m, 11.8380
2024-07-10T12:00:16-0700, -43 m, 11.8270
2024-07-10T12:00:16-0700, -44 m, 11.8120
2024-07-10T12:00:16-0700, -45 m, 11.8010
2024-07-10T12:00:16-0700, -46 m, 11.7890
2024-07-10T12:00:16-0700, -47 m, 11.7750
2024-07-10T12:00:16-0700, -48 m, 11.7600
2024-07-10T12:00:16-0700, -49 m, 11.7390
2024-07-10T12:00:16-0700, -50 m, 11.7290
2024-07-10T12:00:16-0700, -51 m, 11.7220
2024-07-10T12:00:16-0700, -52 m, 11.7130
2024-07-10T12:00:16-0700, -53 m, 11.6980
2024-07-10T12:00:16-0700, -54 m, 11.6700
2024-07-10T12:00:16-0700, -55 m, 11.6120
2024-07-10T12:00:16-0700, -56 m, 11.5440
2024-07-10T12:00:16-0700, -57 m, 11.5220
2024-07-10T12:00:16-0700, -58 m, 11.5180
2024-07-10T12:00:16-0700, -59 m, 11.5080
2024-07-10T12:00:16-0700, -5 m, 12.8330
2024-07-10T12:00:16-0700, -60 m, 11.5030
2024-07-10T12:00:16-0700, -61 m, 11.5040
2024-07-10T12:00:16-0700, -62 m, 11.5020
2024-07-10T12:00:16-0700, -63 m, 11.4930
2024-07-10T12:00:16-0700, -64 m, 11.4900
2024-07-10T12:00:16-0700, -65 m, 11.4830
2024-07-10T12:00:16-0700, -66 m, 11.4740
2024-07-10T12:00:16-0700, -67 m, 11.4680
2024-07-10T12:00:16-0700, -68 m, 11.4480
2024-07-10T12:00:16-0700, -69 m, 11.4360
2024-07-10T12:00:16-0700, -6 m, 12.8050
2024-07-10T12:00:16-0700, -70 m, 11.4350
2024-07-10T12:00:16-0700, -71 m, 11.4360
2024-07-10T12:00:16-0700, -72 m, 11.4390
2024-07-10T12:00:16-0700, -73 m, 11.4380
2024-07-10T12:00:16-0700, -74 m, 11.4370
2024-07-10T12:00:16-0700, -75 m, 11.4370
2024-07-10T12:00:16-0700, -76 m, 11.4370
2024-07-10T12:00:16-0700, -77 m, 11.4340
2024-07-10T12:00:16-0700, -78 m, 11.4260
2024-07-10T12:00:16-0700, -79 m, 11.4190
2024-07-10T12:00:16-0700, -7 m, 12.7890
2024-07-10T12:00:16-0700, -80 m, 11.4170
2024-07-10T12:00:16-0700, -81 m, 11.4110
2024-07-10T12:00:16-0700, -8 m, 12.7740
2024-07-10T12:00:16-0700, -9 m, 12.7700
2024-07-11T00:00:17-0700, -10 m, 12.0150
2024-07-11T00:00:17-0700, -11 m, 12.0010
2024-07-11T00:00:17-0700, -12 m, 11.9980
2024-07-11T00:00:17-0700, -13 m, 11.9960
2024-07-11T00:00:17-0700, -14 m, 11.9750
2024-07-11T00:00:17-0700, -15 m, 11.9450
2024-07-11T00:00:17-0700, -16 m, 11.9210
2024-07-11T00:00:17-0700, -17 m, 11.9100
2024-07-11T00:00:17-0700, -18 m, 11.8550
