Date and Time, Depth (M), Water Temp. (°C)
2024-07-04T12:00:16-0700, -61 m, 11.0020
2024-07-04T12:00:16-0700, -62 m, 10.9960
2024-07-04T12:00:16-0700, -63 m, 10.9850
2024-07-04T12:00:16-0700, -64 m, 10.9640
2024-07-04T12:00:16-0700, -65 m, 10.9410
2024-07-04T12:00:16-0700, -66 m, 10.9140
2024-07-04T12:00:16-0700, -67 m, 10.9020
2024-07-04T12:00:16-0700, -68 m, 10.9070
2024-07-04T12:00:16-0700, -69 m, 10.9090
2024-07-04T12:00:16-0700, -6 m, 13.2540
2024-07-04T12:00:16-0700, -70 m, 10.9100
2024-07-04T12:00:16-0700, -71 m, 10.9110
2024-07-04T12:00:16-0700, -72 m, 10.9140
2024-07-04T12:00:16-0700, -73 m, 10.9170
2024-07-04T12:00:16-0700, -74 m, 10.9210
2024-07-04T12:00:16-0700, -75 m, 10.9240
2024-07-04T12:00:16-0700, -76 m, 10.9220
2024-07-04T12:00:16-0700, -77 m, 10.9210
2024-07-04T12:00:16-0700, -78 m, 10.9220
2024-07-04T12:00:16-0700, -79 m, 10.9210
2024-07-04T12:00:16-0700, -7 m, 13.0300
2024-07-04T12:00:16-0700, -80 m, 10.9200
2024-07-04T12:00:16-0700, -8 m, 12.9310
2024-07-04T12:00:16-0700, -9 m, 12.8600
2024-07-05T00:00:15-0700, -10 m, 12.4000
2024-07-05T00:00:15-0700, -11 m, 12.3430
2024-07-05T00:00:15-0700, -12 m, 12.2950
2024-07-05T00:00:15-0700, -13 m, 12.2550
2024-07-05T00:00:15-0700, -14 m, 12.2090
2024-07-05T00:00:15-0700, -15 m, 12.1700
2024-07-05T00:00:15-0700, -16 m, 12.1580
2024-07-05T00:00:15-0700, -17 m, 12.1030
2024-07-05T00:00:15-0700, -18 m, 12.0150
2024-07-05T00:00:15-0700, -19 m, 11.9620
2024-07-05T00:00:15-0700, -20 m, 11.9310
2024-07-05T00:00:15-0700, -21 m, 11.9070
2024-07-05T00:00:15-0700, -22 m, 11.8930
2024-07-05T00:00:15-0700, -23 m, 11.8840
2024-07-05T00:00:15-0700, -24 m, 11.8690
2024-07-05T00:00:15-0700, -25 m, 11.8200
2024-07-05T00:00:15-0700, -26 m, 11.7750
2024-07-05T00:00:15-0700, -27 m, 11.7510
2024-07-05T00:00:15-0700, -28 m, 11.7350
2024-07-05T00:00:15-0700, -29 m, 11.7240
2024-07-05T00:00:15-0700, -30 m, 11.7150
2024-07-05T00:00:15-0700, -31 m, 11.7080
2024-07-05T00:00:15-0700, -32 m, 11.7010
2024-07-05T00:00:15-0700, -33 m, 11.6670
2024-07-05T00:00:15-0700, -34 m, 11.6130
2024-07-05T00:00:15-0700, -35 m, 11.6000
2024-07-05T00:00:15-0700, -36 m, 11.5930
2024-07-05T00:00:15-0700, -37 m, 11.5850
2024-07-05T00:00:15-0700, -38 m, 11.5750
2024-07-05T00:00:15-0700, -39 m, 11.5600
2024-07-05T00:00:15-0700, -40 m, 11.5390
2024-07-05T00:00:15-0700, -41 m, 11.5180
2024-07-05T00:00:15-0700, -42 m, 11.5060
2024-07-05T00:00:15-0700, -43 m, 11.4950
2024-07-05T00:00:15-0700, -44 m, 11.4900
2024-07-05T00:00:15-0700, -45 m, 11.4830
2024-07-05T00:00:15-0700, -46 m, 11.4740
2024-07-05T00:00:15-0700, -47 m, 11.4660
2024-07-05T00:00:15-0700, -48 m, 11.4610
2024-07-05T00:00:15-0700, -49 m, 11.4510
2024-07-05T00:00:15-0700, -50 m, 11.4450
2024-07-05T00:00:15-0700, -51 m, 11.4450
2024-07-05T00:00:15-0700, -52 m, 11.4550
2024-07-05T00:00:15-0700, -53 m, 11.4590
2024-07-05T00:00:15-0700, -54 m, 11.4520
2024-07-05T00:00:15-0700, -55 m, 11.4400
2024-07-05T00:00:15-0700, -56 m, 11.4290
2024-07-05T00:00:15-0700, -57 m, 11.3770
2024-07-05T00:00:15-0700, -58 m, 11.3240
2024-07-05T00:00:15-0700, -59 m, 11.3030
2024-07-05T00:00:15-0700, -5 m, 12.7960
2024-07-05T00:00:15-0700, -60 m, 11.2970
2024-07-05T00:00:15-0700, -61 m, 11.2930
2024-07-05T00:00:15-0700, -62 m, 11.2940
2024-07-05T00:00:15-0700, -63 m, 11.2920
2024-07-05T00:00:15-0700, -64 m, 11.2890
2024-07-05T00:00:15-0700, -65 m, 11.2850
2024-07-05T00:00:15-0700, -66 m, 11.2810
2024-07-05T00:00:15-0700, -67 m, 11.2820
2024-07-05T00:00:15-0700, -68 m, 11.2780
2024-07-05T00:00:15-0700, -69 m, 11.2770
2024-07-05T00:00:15-0700, -6 m, 12.7110
2024-07-05T00:00:15-0700, -70 m, 11.2760
2024-07-05T00:00:15-0700, -71 m, 11.2720
2024-07-05T00:00:15-0700, -72 m, 11.2660
2024-07-05T00:00:15-0700, -73 m, 11.2680
2024-07-05T00:00:15-0700, -74 m, 11.2680
2024-07-05T00:00:15-0700, -75 m, 11.2180
2024-07-05T00:00:15-0700, -76 m, 11.0680
2024-07-05T00:00:15-0700, -77 m, 10.9860
2024-07-05T00:00:15-0700, -78 m, 10.9340
2024-07-05T00:00:15-0700, -79 m, 10.9270
2024-07-05T00:00:15-0700, -7 m, 12.5460
2024-07-05T00:00:15-0700, -80 m, 10.9210
2024-07-05T00:00:15-0700, -8 m, 12.4850
2024-07-05T00:00:15-0700, -9 m, 12.4350
2024-07-05T12:00:16-0700, -10 m, 12.2050
2024-07-05T12:00:16-0700, -11 m, 12.1840
2024-07-05T12:00:16-0700, -12 m, 12.1660
2024-07-05T12:00:16-0700, -13 m, 12.1520
2024-07-05T12:00:16-0700, -14 m, 12.1370
2024-07-05T12:00:16-0700, -15 m, 12.1040
2024-07-05T12:00:16-0700, -16 m, 12.0380
2024-07-05T12:00:16-0700, -17 m, 11.9910
2024-07-05T12:00:16-0700, -18 m, 11.9600
2024-07-05T12:00:16-0700, -19 m, 11.9190
2024-07-05T12:00:16-0700, -20 m, 11.9120
2024-07-05T12:00:16-0700, -21 m, 11.9040
2024-07-05T12:00:16-0700, -22 m, 11.8930
2024-07-05T12:00:16-0700, -23 m, 11.8890
2024-07-05T12:00:16-0700, -24 m, 11.8850
2024-07-05T12:00:16-0700, -25 m, 11.8720
2024-07-05T12:00:16-0700, -26 m, 11.8430
2024-07-05T12:00:16-0700, -27 m, 11.8030
2024-07-05T12:00:16-0700, -28 m, 11.7830
2024-07-05T12:00:16-0700, -29 m, 11.7690
2024-07-05T12:00:16-0700, -30 m, 11.7440
2024-07-05T12:00:16-0700, -31 m, 11.7190
2024-07-05T12:00:16-0700, -32 m, 11.7080
2024-07-05T12:00:16-0700, -33 m, 11.6970
2024-07-05T12:00:16-0700, -34 m, 11.6690
2024-07-05T12:00:16-0700, -35 m, 11.6620
2024-07-05T12:00:16-0700, -36 m, 11.6500
2024-07-05T12:00:16-0700, -37 m, 11.6270
2024-07-05T12:00:16-0700, -38 m, 11.6090
2024-07-05T12:00:16-0700, -39 m, 11.5900
2024-07-05T12:00:16-0700, -40 m, 11.5820
2024-07-05T12:00:16-0700, -41 m, 11.5710
2024-07-05T12:00:16-0700, -42 m, 11.5600
2024-07-05T12:00:16-0700, -43 m, 11.5450
2024-07-05T12:00:16-0700, -44 m, 11.5160
2024-07-05T12:00:16-0700, -45 m, 11.4740
2024-07-05T12:00:16-0700, -46 m, 11.4610
2024-07-05T12:00:16-0700, -47 m, 11.4440
2024-07-05T12:00:16-0700, -48 m, 11.4150
2024-07-05T12:00:16-0700, -49 m, 11.3790
2024-07-05T12:00:16-0700, -50 m, 11.3340
2024-07-05T12:00:16-0700, -51 m, 11.3100
2024-07-05T12:00:16-0700, -52 m, 11.3020
2024-07-05T12:00:16-0700, -53 m, 11.2870
2024-07-05T12:00:16-0700, -54 m, 11.2710
2024-07-05T12:00:16-0700, -55 m, 11.2620
2024-07-05T12:00:16-0700, -56 m, 11.2480
2024-07-05T12:00:16-0700, -57 m, 11.2300
2024-07-05T12:00:16-0700, -58 m, 11.2050
2024-07-05T12:00:16-0700, -59 m, 11.1740
2024-07-05T12:00:16-0700, -5 m, 12.6920
2024-07-05T12:00:16-0700, -60 m, 11.1430
2024-07-05T12:00:16-0700, -61 m, 11.1270
2024-07-05T12:00:16-0700, -62 m, 11.1180
2024-07-05T12:00:16-0700, -63 m, 11.0970
2024-07-05T12:00:16-0700, -64 m, 11.0780
2024-07-05T12:00:16-0700, -65 m, 11.0680
2024-07-05T12:00:16-0700, -66 m, 11.0570
2024-07-05T12:00:16-0700, -67 m, 11.0470
2024-07-05T12:00:16-0700, -68 m, 11.0490
2024-07-05T12:00:16-0700, -69 m, 11.0490
2024-07-05T12:00:16-0700, -6 m, 12.4610
2024-07-05T12:00:16-0700, -70 m, 11.0500
2024-07-05T12:00:16-0700, -71 m, 11.0530
2024-07-05T12:00:16-0700, -72 m, 11.0550
2024-07-05T12:00:16-0700, -73 m, 11.0500
2024-07-05T12:00:16-0700, -74 m, 11.0330
2024-07-05T12:00:16-0700, -75 m, 11.0090
2024-07-05T12:00:16-0700, -76 m, 10.9890
2024-07-05T12:00:16-0700, -77 m, 10.9880
2024-07-05T12:00:16-0700, -78 m, 10.9870
2024-07-05T12:00:16-0700, -79 m, 10.9850
2024-07-05T12:00:16-0700, -7 m, 12.3470
2024-07-05T12:00:16-0700, -80 m, 10.9800
2024-07-05T12:00:16-0700, -8 m, 12.2640
2024-07-05T12:00:16-0700, -9 m, 12.2270
2024-07-06T00:00:15-0700, -10 m, 12.7350
2024-07-06T00:00:15-0700, -11 m, 12.7270
2024-07-06T00:00:15-0700, -12 m, 12.6740
2024-07-06T00:00:15-0700, -13 m, 12.6360
2024-07-06T00:00:15-0700, -14 m, 12.6040
2024-07-06T00:00:15-0700, -15 m, 12.5750
2024-07-06T00:00:15-0700, -16 m, 12.5260
2024-07-06T00:00:15-0700, -17 m, 12.5020
2024-07-06T00:00:15-0700, -18 m, 12.4970
2024-07-06T00:00:15-0700, -19 m, 12.4920
2024-07-06T00:00:15-0700, -20 m, 12.4750
2024-07-06T00:00:15-0700, -21 m, 12.4370
2024-07-06T00:00:15-0700, -22 m, 12.3500
2024-07-06T00:00:15-0700, -23 m, 12.2420
2024-07-06T00:00:15-0700, -24 m, 12.1710
2024-07-06T00:00:15-0700, -25 m, 12.1630
2024-07-06T00:00:15-0700, -26 m, 12.1530
2024-07-06T00:00:15-0700, -27 m, 12.1360
2024-07-06T00:00:15-0700, -28 m, 12.1020
2024-07-06T00:00:15-0700, -29 m, 12.0690
2024-07-06T00:00:15-0700, -30 m, 12.0420
2024-07-06T00:00:15-0700, -31 m, 12.0030
2024-07-06T00:00:15-0700, -32 m, 11.9590
2024-07-06T00:00:15-0700, -33 m, 11.9370
2024-07-06T00:00:15-0700, -34 m, 11.9280
2024-07-06T00:00:15-0700, -35 m, 11.9030
2024-07-06T00:00:15-0700, -36 m, 11.8830
2024-07-06T00:00:15-0700, -37 m, 11.8650
2024-07-06T00:00:15-0700, -38 m, 11.8500
2024-07-06T00:00:15-0700, -39 m, 11.8370
2024-07-06T00:00:15-0700, -40 m, 11.8280
2024-07-06T00:00:15-0700, -41 m, 11.8230
2024-07-06T00:00:15-0700, -42 m, 11.8160
2024-07-06T00:00:15-0700, -43 m, 11.7790
2024-07-06T00:00:15-0700, -44 m, 11.7600
2024-07-06T00:00:15-0700, -45 m, 11.7200
2024-07-06T00:00:15-0700, -46 m, 11.6690
2024-07-06T00:00:15-0700, -47 m, 11.6680
2024-07-06T00:00:15-0700, -48 m, 11.6700
2024-07-06T00:00:15-0700, -49 m, 11.6820
2024-07-06T00:00:15-0700, -50 m, 11.6640
2024-07-06T00:00:15-0700, -51 m, 11.6900
2024-07-06T00:00:15-0700, -52 m, 11.6970
2024-07-06T00:00:15-0700, -53 m, 11.7120
2024-07-06T00:00:15-0700, -54 m, 11.7180
2024-07-06T00:00:15-0700, -55 m, 11.7090
2024-07-06T00:00:15-0700, -56 m, 11.7020
2024-07-06T00:00:15-0700, -57 m, 11.6950
2024-07-06T00:00:15-0700, -58 m, 11.6650
2024-07-06T00:00:15-0700, -59 m, 11.6410
2024-07-06T00:00:15-0700, -5 m, 13.0560
2024-07-06T00:00:15-0700, -60 m, 11.6280
2024-07-06T00:00:15-0700, -61 m, 11.6180
2024-07-06T00:00:15-0700, -62 m, 11.5790
2024-07-06T00:00:15-0700, -63 m, 11.5520
2024-07-06T00:00:15-0700, -64 m, 11.5530
2024-07-06T00:00:15-0700, -65 m, 11.5570
2024-07-06T00:00:15-0700, -66 m, 11.5580
2024-07-06T00:00:15-0700, -67 m, 11.5510
2024-07-06T00:00:15-0700, -68 m, 11.5290
2024-07-06T00:00:15-0700, -69 m, 11.5060
2024-07-06T00:00:15-0700, -6 m, 12.9350
2024-07-06T00:00:15-0700, -70 m, 11.4890
2024-07-06T00:00:15-0700, -71 m, 11.4770
2024-07-06T00:00:15-0700, -72 m, 11.4630
2024-07-06T00:00:15-0700, -73 m, 11.4550
2024-07-06T00:00:15-0700, -74 m, 11.4460
2024-07-06T00:00:15-0700, -75 m, 11.4290
2024-07-06T00:00:15-0700, -76 m, 11.3940
2024-07-06T00:00:15-0700, -77 m, 11.3450
2024-07-06T00:00:15-0700, -78 m, 11.3220
2024-07-06T00:00:15-0700, -79 m, 11.3100
2024-07-06T00:00:15-0700, -7 m, 12.8360
2024-07-06T00:00:15-0700, -80 m, 11.2740
2024-07-06T00:00:15-0700, -81 m, 11.2310
2024-07-06T00:00:15-0700, -8 m, 12.7630
2024-07-06T00:00:15-0700, -9 m, 12.7410
2024-07-06T12:00:16-0700, -10 m, 12.0070
2024-07-06T12:00:16-0700, -11 m, 11.9800
2024-07-06T12:00:16-0700, -12 m, 11.9190
2024-07-06T12:00:16-0700, -13 m, 11.8900
2024-07-06T12:00:16-0700, -14 m, 11.8780
2024-07-06T12:00:16-0700, -15 m, 11.8720
2024-07-06T12:00:16-0700, -16 m, 11.8610
2024-07-06T12:00:16-0700, -17 m, 11.8560
2024-07-06T12:00:16-0700, -18 m, 11.8510
2024-07-06T12:00:16-0700, -19 m, 11.8430
2024-07-06T12:00:16-0700, -20 m, 11.8340
2024-07-06T12:00:16-0700, -21 m, 11.8300
2024-07-06T12:00:16-0700, -22 m, 11.8280
2024-07-06T12:00:16-0700, -23 m, 11.8120
2024-07-06T12:00:16-0700, -24 m, 11.7880
2024-07-06T12:00:16-0700, -25 m, 11.7630
2024-07-06T12:00:16-0700, -26 m, 11.7340
2024-07-06T12:00:16-0700, -27 m, 11.6890
2024-07-06T12:00:16-0700, -28 m, 11.6800
2024-07-06T12:00:16-0700, -29 m, 11.6770
2024-07-06T12:00:16-0700, -30 m, 11.6680
2024-07-06T12:00:16-0700, -31 m, 11.6460
2024-07-06T12:00:16-0700, -32 m, 11.6390
2024-07-06T12:00:16-0700, -33 m, 11.6290
2024-07-06T12:00:16-0700, -34 m, 11.6150
2024-07-06T12:00:16-0700, -35 m, 11.5940
2024-07-06T12:00:16-0700, -36 m, 11.5800
2024-07-06T12:00:16-0700, -37 m, 11.5640
2024-07-06T12:00:16-0700, -38 m, 11.5420
2024-07-06T12:00:16-0700, -39 m, 11.5070
2024-07-06T12:00:16-0700, -40 m, 11.4880
2024-07-06T12:00:16-0700, -41 m, 11.4680
2024-07-06T12:00:16-0700, -42 m, 11.4560
2024-07-06T12:00:16-0700, -43 m, 11.4500
2024-07-06T12:00:16-0700, -44 m, 11.4230
2024-07-06T12:00:16-0700, -45 m, 11.3820
2024-07-06T12:00:16-0700, -46 m, 11.3440
2024-07-06T12:00:16-0700, -47 m, 11.3240
2024-07-06T12:00:16-0700, -48 m, 11.3260
2024-07-06T12:00:16-0700, -49 m, 11.3200
2024-07-06T12:00:16-0700, -50 m, 11.3040
2024-07-06T12:00:16-0700, -51 m, 11.3050
2024-07-06T12:00:16-0700, -52 m, 11.3010
2024-07-06T12:00:16-0700, -53 m, 11.2990
2024-07-06T12:00:16-0700, -54 m, 11.2960
2024-07-06T12:00:16-0700, -55 m, 11.2900
2024-07-06T12:00:16-0700, -56 m, 11.2820
2024-07-06T12:00:16-0700, -57 m, 11.2790
2024-07-06T12:00:16-0700, -58 m, 11.2760
2024-07-06T12:00:16-0700, -59 m, 11.2760
2024-07-06T12:00:16-0700, -5 m, 12.2760
2024-07-06T12:00:16-0700, -60 m, 11.2770
2024-07-06T12:00:16-0700, -61 m, 11.2690
2024-07-06T12:00:16-0700, -62 m, 11.2670
2024-07-06T12:00:16-0700, -63 m, 11.2620
2024-07-06T12:00:16-0700, -64 m, 11.2590
2024-07-06T12:00:16-0700, -65 m, 11.2560
2024-07-06T12:00:16-0700, -66 m, 11.2480
2024-07-06T12:00:16-0700, -67 m, 11.2290
2024-07-06T12:00:16-0700, -68 m, 11.2130
2024-07-06T12:00:16-0700, -69 m, 11.2030
2024-07-06T12:00:16-0700, -6 m, 12.1530
2024-07-06T12:00:16-0700, -70 m, 11.1880
2024-07-06T12:00:16-0700, -71 m, 11.1750
2024-07-06T12:00:16-0700, -72 m, 11.1580
2024-07-06T12:00:16-0700, -73 m, 11.1460
2024-07-06T12:00:16-0700, -74 m, 11.1430
2024-07-06T12:00:16-0700, -75 m, 11.1350
2024-07-06T12:00:16-0700, -76 m, 11.1240
2024-07-06T12:00:16-0700, -77 m, 11.1060
2024-07-06T12:00:16-0700, -78 m, 11.0880
2024-07-06T12:00:16-0700, -79 m, 11.0830
2024-07-06T12:00:16-0700, -7 m, 12.0790
2024-07-06T12:00:16-0700, -80 m, 11.0770
2024-07-06T12:00:16-0700, -8 m, 12.0580
2024-07-06T12:00:16-0700, -9 m, 12.0360
2024-07-07T00:00:16-0700, -100 m, 
2024-07-07T00:00:16-0700, -10 m, 12.6450
2024-07-07T00:00:16-0700, -11 m, 12.6190
2024-07-07T00:00:16-0700, -12 m, 12.6080
2024-07-07T00:00:16-0700, -13 m, 12.6060
2024-07-07T00:00:16-0700, -14 m, 12.5950
2024-07-07T00:00:16-0700, -15 m, 12.5790
2024-07-07T00:00:16-0700, -16 m, 12.5720
2024-07-07T00:00:16-0700, -17 m, 12.4660
2024-07-07T00:00:16-0700, -18 m, 12.3850
2024-07-07T00:00:16-0700, -19 m, 12.3550
2024-07-07T00:00:16-0700, -1 m, 
2024-07-07T00:00:16-0700, -20 m, 12.3220
2024-07-07T00:00:16-0700, -21 m, 12.2910
2024-07-07T00:00:16-0700, -22 m, 12.2780
2024-07-07T00:00:16-0700, -23 m, 12.2740
2024-07-07T00:00:16-0700, -24 m, 12.2690
2024-07-07T00:00:16-0700, -25 m, 12.2610
2024-07-07T00:00:16-0700, -26 m, 12.2430
2024-07-07T00:00:16-0700, -27 m, 12.2210
2024-07-07T00:00:16-0700, -28 m, 12.2040
2024-07-07T00:00:16-0700, -29 m, 12.1950
2024-07-07T00:00:16-0700, -2 m, 
2024-07-07T00:00:16-0700, -30 m, 12.1770
2024-07-07T00:00:16-0700, -31 m, 12.1530
2024-07-07T00:00:16-0700, -32 m, 12.1160
2024-07-07T00:00:16-0700, -33 m, 12.0440
2024-07-07T00:00:16-0700, -34 m, 11.9830
2024-07-07T00:00:16-0700, -35 m, 11.9410
2024-07-07T00:00:16-0700, -36 m, 11.9070
2024-07-07T00:00:16-0700, -37 m, 11.8700
2024-07-07T00:00:16-0700, -38 m, 11.8560
2024-07-07T00:00:16-0700, -39 m, 11.8360
2024-07-07T00:00:16-0700, -3 m, 
2024-07-07T00:00:16-0700, -40 m, 11.8270
2024-07-07T00:00:16-0700, -41 m, 11.8210
2024-07-07T00:00:16-0700, -42 m, 11.8190
2024-07-07T00:00:16-0700, -43 m, 11.8230
2024-07-07T00:00:16-0700, -44 m, 11.8210
2024-07-07T00:00:16-0700, -45 m, 11.8220
2024-07-07T00:00:16-0700, -46 m, 11.8210
2024-07-07T00:00:16-0700, -47 m, 11.8210
2024-07-07T00:00:16-0700, -48 m, 11.8170
2024-07-07T00:00:16-0700, -49 m, 11.8080
2024-07-07T00:00:16-0700, -4 m, 
2024-07-07T00:00:16-0700, -50 m, 11.8080
2024-07-07T00:00:16-0700, -51 m, 11.8080
2024-07-07T00:00:16-0700, -52 m, 11.7840
2024-07-07T00:00:16-0700, -53 m, 11.7330
2024-07-07T00:00:16-0700, -54 m, 11.7240
2024-07-07T00:00:16-0700, -55 m, 11.7260
2024-07-07T00:00:16-0700, -56 m, 11.7250
2024-07-07T00:00:16-0700, -57 m, 11.7250
2024-07-07T00:00:16-0700, -58 m, 11.7230
2024-07-07T00:00:16-0700, -59 m, 11.7230
2024-07-07T00:00:16-0700, -5 m, 12.6590
2024-07-07T00:00:16-0700, -60 m, 11.7230
2024-07-07T00:00:16-0700, -61 m, 11.7230
2024-07-07T00:00:16-0700, -62 m, 11.7230
2024-07-07T00:00:16-0700, -63 m, 11.7210
2024-07-07T00:00:16-0700, -64 m, 11.7160
2024-07-07T00:00:16-0700, -65 m, 11.7090
2024-07-07T00:00:16-0700, -66 m, 11.6950
2024-07-07T00:00:16-0700, -67 m, 11.6680
2024-07-07T00:00:16-0700, -68 m, 11.6010
2024-07-07T00:00:16-0700, -69 m, 11.4940
2024-07-07T00:00:16-0700, -6 m, 12.6550
2024-07-07T00:00:16-0700, -70 m, 11.4170
2024-07-07T00:00:16-0700, -71 m, 11.3460
2024-07-07T00:00:16-0700, -72 m, 11.2960
2024-07-07T00:00:16-0700, -73 m, 11.2430
2024-07-07T00:00:16-0700, -74 m, 11.1550
2024-07-07T00:00:16-0700, -75 m, 11.1180
2024-07-07T00:00:16-0700, -76 m, 11.1020
2024-07-07T00:00:16-0700, -77 m, 11.0820
2024-07-07T00:00:16-0700, -78 m, 11.0620
2024-07-07T00:00:16-0700, -79 m, 11.0490
2024-07-07T00:00:16-0700, -7 m, 12.6530
2024-07-07T00:00:16-0700, -80 m, 11.0470
2024-07-07T00:00:16-0700, -81 m, 
2024-07-07T00:00:16-0700, -82 m, 
2024-07-07T00:00:16-0700, -83 m, 
2024-07-07T00:00:16-0700, -84 m, 
2024-07-07T00:00:16-0700, -85 m, 
2024-07-07T00:00:16-0700, -86 m, 
2024-07-07T00:00:16-0700, -87 m, 
2024-07-07T00:00:16-0700, -88 m, 
2024-07-07T00:00:16-0700, -89 m, 
2024-07-07T00:00:16-0700, -8 m, 12.6520
2024-07-07T00:00:16-0700, -90 m, 
2024-07-07T00:00:16-0700, -91 m, 
2024-07-07T00:00:16-0700, -92 m, 
2024-07-07T00:00:16-0700, -93 m, 
2024-07-07T00:00:16-0700, -94 m, 
2024-07-07T00:00:16-0700, -95 m, 
2024-07-07T00:00:16-0700, -96 m, 
2024-07-07T00:00:16-0700, -97 m, 
2024-07-07T00:00:16-0700, -98 m, 
2024-07-07T00:00:16-0700, -99 m, 
2024-07-07T00:00:16-0700, -9 m, 12.6490
2024-07-07T00:00:16-0700, 0 m, 
2024-07-07T12:00:16-0700, -100 m, 
2024-07-07T12:00:16-0700, -10 m, 12.6510
2024-07-07T12:00:16-0700, -11 m, 12.6460
2024-07-07T12:00:16-0700, -12 m, 12.6440
2024-07-07T12:00:16-0700, -13 m, 12.6370
2024-07-07T12:00:16-0700, -14 m, 12.6120
2024-07-07T12:00:16-0700, -15 m, 12.4870
2024-07-07T12:00:16-0700, -16 m, 12.3760
2024-07-07T12:00:16-0700, -17 m, 12.3420
2024-07-07T12:00:16-0700, -18 m, 12.3330
2024-07-07T12:00:16-0700, -19 m, 12.3290
2024-07-07T12:00:16-0700, -1 m, 
2024-07-07T12:00:16-0700, -20 m, 12.3250
2024-07-07T12:00:16-0700, -21 m, 12.3090
2024-07-07T12:00:16-0700, -22 m, 12.2890
2024-07-07T12:00:16-0700, -23 m, 12.2740
2024-07-07T12:00:16-0700, -24 m, 12.2580
2024-07-07T12:00:16-0700, -25 m, 12.2230
2024-07-07T12:00:16-0700, -26 m, 12.1750
2024-07-07T12:00:16-0700, -27 m, 12.1400
2024-07-07T12:00:16-0700, -28 m, 12.0740
2024-07-07T12:00:16-0700, -29 m, 12.0130
2024-07-07T12:00:16-0700, -2 m, 
2024-07-07T12:00:16-0700, -30 m, 11.9880
2024-07-07T12:00:16-0700, -31 m, 11.9710
2024-07-07T12:00:16-0700, -32 m, 11.9410
2024-07-07T12:00:16-0700, -33 m, 11.9080
2024-07-07T12:00:16-0700, -34 m, 11.8770
2024-07-07T12:00:16-0700, -35 m, 11.8340
2024-07-07T12:00:16-0700, -36 m, 11.7880
2024-07-07T12:00:16-0700, -37 m, 11.7820
2024-07-07T12:00:16-0700, -38 m, 11.7640
2024-07-07T12:00:16-0700, -39 m, 11.7550
2024-07-07T12:00:16-0700, -3 m, 
2024-07-07T12:00:16-0700, -40 m, 11.7510
2024-07-07T12:00:16-0700, -41 m, 11.7470
2024-07-07T12:00:16-0700, -42 m, 11.7440
2024-07-07T12:00:16-0700, -43 m, 11.7320
2024-07-07T12:00:16-0700, -44 m, 11.7120
2024-07-07T12:00:16-0700, -45 m, 11.7100
2024-07-07T12:00:16-0700, -46 m, 11.7100
2024-07-07T12:00:16-0700, -47 m, 11.7080
2024-07-07T12:00:16-0700, -48 m, 11.7060
2024-07-07T12:00:16-0700, -49 m, 11.7040
2024-07-07T12:00:16-0700, -4 m, 
2024-07-07T12:00:16-0700, -50 m, 11.7000
2024-07-07T12:00:16-0700, -51 m, 11.6920
2024-07-07T12:00:16-0700, -52 m, 11.6810
2024-07-07T12:00:16-0700, -53 m, 11.6760
2024-07-07T12:00:16-0700, -54 m, 11.6720
2024-07-07T12:00:16-0700, -55 m, 11.6650
2024-07-07T12:00:16-0700, -56 m, 11.6350
2024-07-07T12:00:16-0700, -57 m, 11.6060
2024-07-07T12:00:16-0700, -58 m, 11.5570
2024-07-07T12:00:16-0700, -59 m, 11.5330
2024-07-07T12:00:16-0700, -5 m, 13.1970
2024-07-07T12:00:16-0700, -60 m, 11.5200
2024-07-07T12:00:16-0700, -61 m, 11.5140
2024-07-07T12:00:16-0700, -62 m, 11.4980
2024-07-07T12:00:16-0700, -63 m, 11.4660
2024-07-07T12:00:16-0700, -64 m, 11.4340
2024-07-07T12:00:16-0700, -65 m, 11.3550
2024-07-07T12:00:16-0700, -66 m, 11.3090
2024-07-07T12:00:16-0700, -67 m, 11.2840
2024-07-07T12:00:16-0700, -68 m, 11.2860
2024-07-07T12:00:16-0700, -69 m, 11.2820
2024-07-07T12:00:16-0700, -6 m, 12.9130
2024-07-07T12:00:16-0700, -70 m, 11.2720
2024-07-07T12:00:16-0700, -71 m, 11.2710
2024-07-07T12:00:16-0700, -72 m, 11.2530
2024-07-07T12:00:16-0700, -73 m, 11.2250
2024-07-07T12:00:16-0700, -74 m, 11.2230
2024-07-07T12:00:16-0700, -75 m, 11.2230
2024-07-07T12:00:16-0700, -76 m, 11.2210
2024-07-07T12:00:16-0700, -77 m, 11.2170
2024-07-07T12:00:16-0700, -78 m, 11.2070
2024-07-07T12:00:16-0700, -79 m, 11.1950
2024-07-07T12:00:16-0700, -7 m, 12.7580
2024-07-07T12:00:16-0700, -80 m, 11.1920
2024-07-07T12:00:16-0700, -81 m, 11.1900
2024-07-07T12:00:16-0700, -82 m, 
2024-07-07T12:00:16-0700, -83 m, 
2024-07-07T12:00:16-0700, -84 m, 
2024-07-07T12:00:16-0700, -85 m, 
2024-07-07T12:00:16-0700, -86 m, 
2024-07-07T12:00:16-0700, -87 m, 
2024-07-07T12:00:16-0700, -88 m, 
2024-07-07T12:00:16-0700, -89 m, 
2024-07-07T12:00:16-0700, -8 m, 12.6990
2024-07-07T12:00:16-0700, -90 m, 
2024-07-07T12:00:16-0700, -91 m, 
2024-07-07T12:00:16-0700, -92 m, 
2024-07-07T12:00:16-0700, -93 m, 
2024-07-07T12:00:16-0700, -94 m, 
