Date and Time, Depth (M), Oxygen Conc. (mg/L)
2024-07-04T00:00:15-0700, -67 m, 6.8860
2024-07-04T00:00:15-0700, -68 m, 6.8430
2024-07-04T00:00:15-0700, -69 m, 6.8010
2024-07-04T00:00:15-0700, -6 m, 9.8660
2024-07-04T00:00:15-0700, -70 m, 6.7680
2024-07-04T00:00:15-0700, -71 m, 6.7460
2024-07-04T00:00:15-0700, -72 m, 6.7370
2024-07-04T00:00:15-0700, -73 m, 6.7320
2024-07-04T00:00:15-0700, -74 m, 6.7270
2024-07-04T00:00:15-0700, -75 m, 6.7250
2024-07-04T00:00:15-0700, -76 m, 6.7240
2024-07-04T00:00:15-0700, -77 m, 6.7210
2024-07-04T00:00:15-0700, -78 m, 6.7230
2024-07-04T00:00:15-0700, -79 m, 6.7230
2024-07-04T00:00:15-0700, -7 m, 9.7030
2024-07-04T00:00:15-0700, -80 m, 6.7240
2024-07-04T00:00:15-0700, -8 m, 9.5210
2024-07-04T00:00:15-0700, -9 m, 9.3480
2024-07-04T12:00:16-0700, -10 m, 10.0200
2024-07-04T12:00:16-0700, -11 m, 9.6350
2024-07-04T12:00:16-0700, -12 m, 9.3910
2024-07-04T12:00:16-0700, -13 m, 9.1800
2024-07-04T12:00:16-0700, -14 m, 8.8790
2024-07-04T12:00:16-0700, -15 m, 8.6710
2024-07-04T12:00:16-0700, -16 m, 8.5800
2024-07-04T12:00:16-0700, -17 m, 8.5090
2024-07-04T12:00:16-0700, -18 m, 8.4500
2024-07-04T12:00:16-0700, -19 m, 8.3910
2024-07-04T12:00:16-0700, -20 m, 8.2880
2024-07-04T12:00:16-0700, -21 m, 8.1600
2024-07-04T12:00:16-0700, -22 m, 8.0350
2024-07-04T12:00:16-0700, -23 m, 7.9810
2024-07-04T12:00:16-0700, -24 m, 7.9230
2024-07-04T12:00:16-0700, -25 m, 7.8820
2024-07-04T12:00:16-0700, -26 m, 7.8380
2024-07-04T12:00:16-0700, -27 m, 7.7780
2024-07-04T12:00:16-0700, -28 m, 7.7180
2024-07-04T12:00:16-0700, -29 m, 7.6890
2024-07-04T12:00:16-0700, -30 m, 7.6780
2024-07-04T12:00:16-0700, -31 m, 7.6560
2024-07-04T12:00:16-0700, -32 m, 7.6230
2024-07-04T12:00:16-0700, -33 m, 7.5900
2024-07-04T12:00:16-0700, -34 m, 7.5590
2024-07-04T12:00:16-0700, -35 m, 7.5320
2024-07-04T12:00:16-0700, -36 m, 7.4730
2024-07-04T12:00:16-0700, -37 m, 7.4410
2024-07-04T12:00:16-0700, -38 m, 7.4310
2024-07-04T12:00:16-0700, -39 m, 7.4050
2024-07-04T12:00:16-0700, -40 m, 7.3600
2024-07-04T12:00:16-0700, -41 m, 7.3200
2024-07-04T12:00:16-0700, -42 m, 7.2900
2024-07-04T12:00:16-0700, -43 m, 7.2440
2024-07-04T12:00:16-0700, -44 m, 7.1560
2024-07-04T12:00:16-0700, -45 m, 7.0580
2024-07-04T12:00:16-0700, -46 m, 7.0090
2024-07-04T12:00:16-0700, -47 m, 6.9460
2024-07-04T12:00:16-0700, -48 m, 6.8930
2024-07-04T12:00:16-0700, -49 m, 6.8510
2024-07-04T12:00:16-0700, -50 m, 6.8120
2024-07-04T12:00:16-0700, -51 m, 6.7720
2024-07-04T12:00:16-0700, -52 m, 6.7560
2024-07-04T12:00:16-0700, -53 m, 6.7460
2024-07-04T12:00:16-0700, -54 m, 6.7240
2024-07-04T12:00:16-0700, -55 m, 6.7100
2024-07-04T12:00:16-0700, -56 m, 6.6960
2024-07-04T12:00:16-0700, -57 m, 6.6820
2024-07-04T12:00:16-0700, -58 m, 6.6780
2024-07-04T12:00:16-0700, -59 m, 6.6770
2024-07-04T12:00:16-0700, -5 m, 11.1380
2024-07-04T12:00:16-0700, -60 m, 6.6730
2024-07-04T12:00:16-0700, -61 m, 6.6650
2024-07-04T12:00:16-0700, -62 m, 6.6540
2024-07-04T12:00:16-0700, -63 m, 6.6400
2024-07-04T12:00:16-0700, -64 m, 6.6200
2024-07-04T12:00:16-0700, -65 m, 6.5990
2024-07-04T12:00:16-0700, -66 m, 6.5760
2024-07-04T12:00:16-0700, -67 m, 6.5700
2024-07-04T12:00:16-0700, -68 m, 6.5840
2024-07-04T12:00:16-0700, -69 m, 6.5910
2024-07-04T12:00:16-0700, -6 m, 10.8750
2024-07-04T12:00:16-0700, -70 m, 6.5940
2024-07-04T12:00:16-0700, -71 m, 6.5950
2024-07-04T12:00:16-0700, -72 m, 6.5980
2024-07-04T12:00:16-0700, -73 m, 6.6080
2024-07-04T12:00:16-0700, -74 m, 6.6200
2024-07-04T12:00:16-0700, -75 m, 6.6270
2024-07-04T12:00:16-0700, -76 m, 6.6250
2024-07-04T12:00:16-0700, -77 m, 6.6270
2024-07-04T12:00:16-0700, -78 m, 6.6290
2024-07-04T12:00:16-0700, -79 m, 6.6270
2024-07-04T12:00:16-0700, -7 m, 10.6310
2024-07-04T12:00:16-0700, -80 m, 6.6260
2024-07-04T12:00:16-0700, -8 m, 10.5280
2024-07-04T12:00:16-0700, -9 m, 10.3990
2024-07-05T00:00:15-0700, -10 m, 9.2720
2024-07-05T00:00:15-0700, -11 m, 9.1500
2024-07-05T00:00:15-0700, -12 m, 9.0440
2024-07-05T00:00:15-0700, -13 m, 8.9700
2024-07-05T00:00:15-0700, -14 m, 8.9160
2024-07-05T00:00:15-0700, -15 m, 8.8870
2024-07-05T00:00:15-0700, -16 m, 8.8530
2024-07-05T00:00:15-0700, -17 m, 8.7030
2024-07-05T00:00:15-0700, -18 m, 8.5240
2024-07-05T00:00:15-0700, -19 m, 8.4010
2024-07-05T00:00:15-0700, -20 m, 8.3350
2024-07-05T00:00:15-0700, -21 m, 8.2850
2024-07-05T00:00:15-0700, -22 m, 8.2620
2024-07-05T00:00:15-0700, -23 m, 8.2380
2024-07-05T00:00:15-0700, -24 m, 8.1840
2024-07-05T00:00:15-0700, -25 m, 8.0820
2024-07-05T00:00:15-0700, -26 m, 8.0130
2024-07-05T00:00:15-0700, -27 m, 7.9620
2024-07-05T00:00:15-0700, -28 m, 7.9310
2024-07-05T00:00:15-0700, -29 m, 7.9090
2024-07-05T00:00:15-0700, -30 m, 7.8870
2024-07-05T00:00:15-0700, -31 m, 7.8700
2024-07-05T00:00:15-0700, -32 m, 7.8490
2024-07-05T00:00:15-0700, -33 m, 7.7880
2024-07-05T00:00:15-0700, -34 m, 7.7130
2024-07-05T00:00:15-0700, -35 m, 7.6730
2024-07-05T00:00:15-0700, -36 m, 7.6570
2024-07-05T00:00:15-0700, -37 m, 7.6410
2024-07-05T00:00:15-0700, -38 m, 7.6230
2024-07-05T00:00:15-0700, -39 m, 7.5960
2024-07-05T00:00:15-0700, -40 m, 7.5590
2024-07-05T00:00:15-0700, -41 m, 7.5270
2024-07-05T00:00:15-0700, -42 m, 7.5060
2024-07-05T00:00:15-0700, -43 m, 7.4880
2024-07-05T00:00:15-0700, -44 m, 7.4730
2024-07-05T00:00:15-0700, -45 m, 7.4600
2024-07-05T00:00:15-0700, -46 m, 7.4480
2024-07-05T00:00:15-0700, -47 m, 7.4360
2024-07-05T00:00:15-0700, -48 m, 7.4260
2024-07-05T00:00:15-0700, -49 m, 7.4090
2024-07-05T00:00:15-0700, -50 m, 7.3990
2024-07-05T00:00:15-0700, -51 m, 7.3990
2024-07-05T00:00:15-0700, -52 m, 7.4080
2024-07-05T00:00:15-0700, -53 m, 7.4100
2024-07-05T00:00:15-0700, -54 m, 7.3960
2024-07-05T00:00:15-0700, -55 m, 7.3790
2024-07-05T00:00:15-0700, -56 m, 7.3510
2024-07-05T00:00:15-0700, -57 m, 7.2700
2024-07-05T00:00:15-0700, -58 m, 7.1950
2024-07-05T00:00:15-0700, -59 m, 7.1610
2024-07-05T00:00:15-0700, -5 m, 10.0290
2024-07-05T00:00:15-0700, -60 m, 7.1480
2024-07-05T00:00:15-0700, -61 m, 7.1440
2024-07-05T00:00:15-0700, -62 m, 7.1420
2024-07-05T00:00:15-0700, -63 m, 7.1390
2024-07-05T00:00:15-0700, -64 m, 7.1340
2024-07-05T00:00:15-0700, -65 m, 7.1250
2024-07-05T00:00:15-0700, -66 m, 7.1180
2024-07-05T00:00:15-0700, -67 m, 7.1150
2024-07-05T00:00:15-0700, -68 m, 7.1110
2024-07-05T00:00:15-0700, -69 m, 7.1100
2024-07-05T00:00:15-0700, -6 m, 9.8580
2024-07-05T00:00:15-0700, -70 m, 7.1080
2024-07-05T00:00:15-0700, -71 m, 7.1010
2024-07-05T00:00:15-0700, -72 m, 7.0940
2024-07-05T00:00:15-0700, -73 m, 7.0950
2024-07-05T00:00:15-0700, -74 m, 7.0850
2024-07-05T00:00:15-0700, -75 m, 6.9960
2024-07-05T00:00:15-0700, -76 m, 6.7880
2024-07-05T00:00:15-0700, -77 m, 6.6530
2024-07-05T00:00:15-0700, -78 m, 6.5860
2024-07-05T00:00:15-0700, -79 m, 6.5730
2024-07-05T00:00:15-0700, -7 m, 9.6480
2024-07-05T00:00:15-0700, -80 m, 6.5620
2024-07-05T00:00:15-0700, -8 m, 9.5080
2024-07-05T00:00:15-0700, -9 m, 9.3880
2024-07-05T12:00:16-0700, -10 m, 8.8570
2024-07-05T12:00:16-0700, -11 m, 8.7930
2024-07-05T12:00:16-0700, -12 m, 8.7520
2024-07-05T12:00:16-0700, -13 m, 8.7160
2024-07-05T12:00:16-0700, -14 m, 8.6760
2024-07-05T12:00:16-0700, -15 m, 8.5880
2024-07-05T12:00:16-0700, -16 m, 8.4700
2024-07-05T12:00:16-0700, -17 m, 8.3900
2024-07-05T12:00:16-0700, -18 m, 8.3230
2024-07-05T12:00:16-0700, -19 m, 8.2620
2024-07-05T12:00:16-0700, -20 m, 8.2400
2024-07-05T12:00:16-0700, -21 m, 8.2200
2024-07-05T12:00:16-0700, -22 m, 8.2040
2024-07-05T12:00:16-0700, -23 m, 8.2010
2024-07-05T12:00:16-0700, -24 m, 8.1920
2024-07-05T12:00:16-0700, -25 m, 8.1550
2024-07-05T12:00:16-0700, -26 m, 8.0970
2024-07-05T12:00:16-0700, -27 m, 8.0340
2024-07-05T12:00:16-0700, -28 m, 7.9890
2024-07-05T12:00:16-0700, -29 m, 7.9540
2024-07-05T12:00:16-0700, -30 m, 7.9050
2024-07-05T12:00:16-0700, -31 m, 7.8600
2024-07-05T12:00:16-0700, -32 m, 7.8390
2024-07-05T12:00:16-0700, -33 m, 7.8120
2024-07-05T12:00:16-0700, -34 m, 7.7700
2024-07-05T12:00:16-0700, -35 m, 7.7560
2024-07-05T12:00:16-0700, -36 m, 7.7240
2024-07-05T12:00:16-0700, -37 m, 7.6900
2024-07-05T12:00:16-0700, -38 m, 7.6570
2024-07-05T12:00:16-0700, -39 m, 7.6300
2024-07-05T12:00:16-0700, -40 m, 7.6080
2024-07-05T12:00:16-0700, -41 m, 7.5910
2024-07-05T12:00:16-0700, -42 m, 7.5670
2024-07-05T12:00:16-0700, -43 m, 7.5440
2024-07-05T12:00:16-0700, -44 m, 7.4860
2024-07-05T12:00:16-0700, -45 m, 7.4260
2024-07-05T12:00:16-0700, -46 m, 7.3940
2024-07-05T12:00:16-0700, -47 m, 7.3620
2024-07-05T12:00:16-0700, -48 m, 7.3180
2024-07-05T12:00:16-0700, -49 m, 7.2440
2024-07-05T12:00:16-0700, -50 m, 7.1760
2024-07-05T12:00:16-0700, -51 m, 7.1400
2024-07-05T12:00:16-0700, -52 m, 7.1170
2024-07-05T12:00:16-0700, -53 m, 7.0870
2024-07-05T12:00:16-0700, -54 m, 7.0690
2024-07-05T12:00:16-0700, -55 m, 7.0500
2024-07-05T12:00:16-0700, -56 m, 7.0230
2024-07-05T12:00:16-0700, -57 m, 6.9900
2024-07-05T12:00:16-0700, -58 m, 6.9500
2024-07-05T12:00:16-0700, -59 m, 6.8930
2024-07-05T12:00:16-0700, -5 m, 9.7280
2024-07-05T12:00:16-0700, -60 m, 6.8530
2024-07-05T12:00:16-0700, -61 m, 6.8310
2024-07-05T12:00:16-0700, -62 m, 6.8100
2024-07-05T12:00:16-0700, -63 m, 6.7780
2024-07-05T12:00:16-0700, -64 m, 6.7500
2024-07-05T12:00:16-0700, -65 m, 6.7330
2024-07-05T12:00:16-0700, -66 m, 6.7110
2024-07-05T12:00:16-0700, -67 m, 6.6990
2024-07-05T12:00:16-0700, -68 m, 6.7000
2024-07-05T12:00:16-0700, -69 m, 6.7020
2024-07-05T12:00:16-0700, -6 m, 9.4580
2024-07-05T12:00:16-0700, -70 m, 6.7050
2024-07-05T12:00:16-0700, -71 m, 6.7100
2024-07-05T12:00:16-0700, -72 m, 6.7100
2024-07-05T12:00:16-0700, -73 m, 6.6990
2024-07-05T12:00:16-0700, -74 m, 6.6730
2024-07-05T12:00:16-0700, -75 m, 6.6430
2024-07-05T12:00:16-0700, -76 m, 6.6240
2024-07-05T12:00:16-0700, -77 m, 6.6180
2024-07-05T12:00:16-0700, -78 m, 6.6150
2024-07-05T12:00:16-0700, -79 m, 6.6120
2024-07-05T12:00:16-0700, -7 m, 9.2030
2024-07-05T12:00:16-0700, -80 m, 6.6070
2024-07-05T12:00:16-0700, -8 m, 9.0240
2024-07-05T12:00:16-0700, -9 m, 8.9290
2024-07-06T00:00:15-0700, -10 m, 9.8830
2024-07-06T00:00:15-0700, -11 m, 9.8430
2024-07-06T00:00:15-0700, -12 m, 9.7460
2024-07-06T00:00:15-0700, -13 m, 9.6640
2024-07-06T00:00:15-0700, -14 m, 9.6050
2024-07-06T00:00:15-0700, -15 m, 9.5300
2024-07-06T00:00:15-0700, -16 m, 9.4370
2024-07-06T00:00:15-0700, -17 m, 9.3890
2024-07-06T00:00:15-0700, -18 m, 9.3690
2024-07-06T00:00:15-0700, -19 m, 9.3540
2024-07-06T00:00:15-0700, -20 m, 9.3080
2024-07-06T00:00:15-0700, -21 m, 9.2170
2024-07-06T00:00:15-0700, -22 m, 9.0360
2024-07-06T00:00:15-0700, -23 m, 8.8260
2024-07-06T00:00:15-0700, -24 m, 8.7130
2024-07-06T00:00:15-0700, -25 m, 8.6840
2024-07-06T00:00:15-0700, -26 m, 8.6620
2024-07-06T00:00:15-0700, -27 m, 8.6180
2024-07-06T00:00:15-0700, -28 m, 8.5570
2024-07-06T00:00:15-0700, -29 m, 8.4960
2024-07-06T00:00:15-0700, -30 m, 8.4340
2024-07-06T00:00:15-0700, -31 m, 8.3590
2024-07-06T00:00:15-0700, -32 m, 8.2770
2024-07-06T00:00:15-0700, -33 m, 8.2390
2024-07-06T00:00:15-0700, -34 m, 8.2120
2024-07-06T00:00:15-0700, -35 m, 8.1710
2024-07-06T00:00:15-0700, -36 m, 8.1480
2024-07-06T00:00:15-0700, -37 m, 8.1310
2024-07-06T00:00:15-0700, -38 m, 8.1050
2024-07-06T00:00:15-0700, -39 m, 8.0840
2024-07-06T00:00:15-0700, -40 m, 8.0680
2024-07-06T00:00:15-0700, -41 m, 8.0580
2024-07-06T00:00:15-0700, -42 m, 8.0280
2024-07-06T00:00:15-0700, -43 m, 7.9780
2024-07-06T00:00:15-0700, -44 m, 7.9300
2024-07-06T00:00:15-0700, -45 m, 7.8490
2024-07-06T00:00:15-0700, -46 m, 7.7710
2024-07-06T00:00:15-0700, -47 m, 7.7590
2024-07-06T00:00:15-0700, -48 m, 7.7720
2024-07-06T00:00:15-0700, -49 m, 7.7820
2024-07-06T00:00:15-0700, -50 m, 7.7670
2024-07-06T00:00:15-0700, -51 m, 7.7980
2024-07-06T00:00:15-0700, -52 m, 7.8130
2024-07-06T00:00:15-0700, -53 m, 7.8370
2024-07-06T00:00:15-0700, -54 m, 7.8460
2024-07-06T00:00:15-0700, -55 m, 7.8310
2024-07-06T00:00:15-0700, -56 m, 7.8180
2024-07-06T00:00:15-0700, -57 m, 7.7990
2024-07-06T00:00:15-0700, -58 m, 7.7500
2024-07-06T00:00:15-0700, -59 m, 7.7020
2024-07-06T00:00:15-0700, -5 m, 10.6420
2024-07-06T00:00:15-0700, -60 m, 7.6780
2024-07-06T00:00:15-0700, -61 m, 7.6510
2024-07-06T00:00:15-0700, -62 m, 7.5860
2024-07-06T00:00:15-0700, -63 m, 7.5410
2024-07-06T00:00:15-0700, -64 m, 7.5400
2024-07-06T00:00:15-0700, -65 m, 7.5450
2024-07-06T00:00:15-0700, -66 m, 7.5450
2024-07-06T00:00:15-0700, -67 m, 7.5280
2024-07-06T00:00:15-0700, -68 m, 7.4890
2024-07-06T00:00:15-0700, -69 m, 7.4480
2024-07-06T00:00:15-0700, -6 m, 10.4000
2024-07-06T00:00:15-0700, -70 m, 7.4170
2024-07-06T00:00:15-0700, -71 m, 7.3910
2024-07-06T00:00:15-0700, -72 m, 7.3710
2024-07-06T00:00:15-0700, -73 m, 7.3550
2024-07-06T00:00:15-0700, -74 m, 7.3370
2024-07-06T00:00:15-0700, -75 m, 7.3020
2024-07-06T00:00:15-0700, -76 m, 7.2380
2024-07-06T00:00:15-0700, -77 m, 7.1600
2024-07-06T00:00:15-0700, -78 m, 7.1240
2024-07-06T00:00:15-0700, -79 m, 7.0970
2024-07-06T00:00:15-0700, -7 m, 10.1720
2024-07-06T00:00:15-0700, -80 m, 7.0390
2024-07-06T00:00:15-0700, -81 m, 6.9860
2024-07-06T00:00:15-0700, -8 m, 9.9750
2024-07-06T00:00:15-0700, -9 m, 9.9110
2024-07-06T12:00:16-0700, -10 m, 8.3440
2024-07-06T12:00:16-0700, -11 m, 8.2760
2024-07-06T12:00:16-0700, -12 m, 8.1930
2024-07-06T12:00:16-0700, -13 m, 8.1710
2024-07-06T12:00:16-0700, -14 m, 8.1650
2024-07-06T12:00:16-0700, -15 m, 8.1540
2024-07-06T12:00:16-0700, -16 m, 8.1370
2024-07-06T12:00:16-0700, -17 m, 8.1250
2024-07-06T12:00:16-0700, -18 m, 8.1090
2024-07-06T12:00:16-0700, -19 m, 8.0890
2024-07-06T12:00:16-0700, -20 m, 8.0560
2024-07-06T12:00:16-0700, -21 m, 8.0370
2024-07-06T12:00:16-0700, -22 m, 8.0290
2024-07-06T12:00:16-0700, -23 m, 7.9870
2024-07-06T12:00:16-0700, -24 m, 7.9410
2024-07-06T12:00:16-0700, -25 m, 7.8880
2024-07-06T12:00:16-0700, -26 m, 7.8220
2024-07-06T12:00:16-0700, -27 m, 7.7400
2024-07-06T12:00:16-0700, -28 m, 7.7140
2024-07-06T12:00:16-0700, -29 m, 7.7040
2024-07-06T12:00:16-0700, -30 m, 7.6840
2024-07-06T12:00:16-0700, -31 m, 7.6520
2024-07-06T12:00:16-0700, -32 m, 7.6360
2024-07-06T12:00:16-0700, -33 m, 7.6150
2024-07-06T12:00:16-0700, -34 m, 7.5880
2024-07-06T12:00:16-0700, -35 m, 7.5520
2024-07-06T12:00:16-0700, -36 m, 7.5220
2024-07-06T12:00:16-0700, -37 m, 7.4960
2024-07-06T12:00:16-0700, -38 m, 7.4530
2024-07-06T12:00:16-0700, -39 m, 7.3960
2024-07-06T12:00:16-0700, -40 m, 7.3580
2024-07-06T12:00:16-0700, -41 m, 7.3180
2024-07-06T12:00:16-0700, -42 m, 7.3000
2024-07-06T12:00:16-0700, -43 m, 7.2770
2024-07-06T12:00:16-0700, -44 m, 7.2240
2024-07-06T12:00:16-0700, -45 m, 7.1540
2024-07-06T12:00:16-0700, -46 m, 7.1070
2024-07-06T12:00:16-0700, -47 m, 7.0770
2024-07-06T12:00:16-0700, -48 m, 7.0720
2024-07-06T12:00:16-0700, -49 m, 7.0570
2024-07-06T12:00:16-0700, -50 m, 7.0420
2024-07-06T12:00:16-0700, -51 m, 7.0380
2024-07-06T12:00:16-0700, -52 m, 7.0300
2024-07-06T12:00:16-0700, -53 m, 7.0250
2024-07-06T12:00:16-0700, -54 m, 7.0190
2024-07-06T12:00:16-0700, -55 m, 7.0080
2024-07-06T12:00:16-0700, -56 m, 6.9990
2024-07-06T12:00:16-0700, -57 m, 6.9980
2024-07-06T12:00:16-0700, -58 m, 6.9960
2024-07-06T12:00:16-0700, -59 m, 6.9960
2024-07-06T12:00:16-0700, -5 m, 8.8550
2024-07-06T12:00:16-0700, -60 m, 6.9940
2024-07-06T12:00:16-0700, -61 m, 6.9870
2024-07-06T12:00:16-0700, -62 m, 6.9820
2024-07-06T12:00:16-0700, -63 m, 6.9750
2024-07-06T12:00:16-0700, -64 m, 6.9710
2024-07-06T12:00:16-0700, -65 m, 6.9650
2024-07-06T12:00:16-0700, -66 m, 6.9470
2024-07-06T12:00:16-0700, -67 m, 6.9180
2024-07-06T12:00:16-0700, -68 m, 6.8930
2024-07-06T12:00:16-0700, -69 m, 6.8770
2024-07-06T12:00:16-0700, -6 m, 8.6230
2024-07-06T12:00:16-0700, -70 m, 6.8530
2024-07-06T12:00:16-0700, -71 m, 6.8320
2024-07-06T12:00:16-0700, -72 m, 6.8050
2024-07-06T12:00:16-0700, -73 m, 6.7900
2024-07-06T12:00:16-0700, -74 m, 6.7810
2024-07-06T12:00:16-0700, -75 m, 6.7680
2024-07-06T12:00:16-0700, -76 m, 6.7460
2024-07-06T12:00:16-0700, -77 m, 6.7150
2024-07-06T12:00:16-0700, -78 m, 6.6970
2024-07-06T12:00:16-0700, -79 m, 6.6880
2024-07-06T12:00:16-0700, -7 m, 8.5000
2024-07-06T12:00:16-0700, -80 m, 6.6750
2024-07-06T12:00:16-0700, -8 m, 8.4480
2024-07-06T12:00:16-0700, -9 m, 8.3980
2024-07-07T00:00:16-0700, -100 m, 
2024-07-07T00:00:16-0700, -10 m, 9.8860
2024-07-07T00:00:16-0700, -11 m, 9.8370
2024-07-07T00:00:16-0700, -12 m, 9.8220
2024-07-07T00:00:16-0700, -13 m, 9.8160
2024-07-07T00:00:16-0700, -14 m, 9.7840
2024-07-07T00:00:16-0700, -15 m, 9.7490
2024-07-07T00:00:16-0700, -16 m, 9.7090
2024-07-07T00:00:16-0700, -17 m, 9.4550
2024-07-07T00:00:16-0700, -18 m, 9.2610
2024-07-07T00:00:16-0700, -19 m, 9.1670
2024-07-07T00:00:16-0700, -1 m, 
2024-07-07T00:00:16-0700, -20 m, 9.0780
2024-07-07T00:00:16-0700, -21 m, 8.9980
2024-07-07T00:00:16-0700, -22 m, 8.9640
2024-07-07T00:00:16-0700, -23 m, 8.9480
2024-07-07T00:00:16-0700, -24 m, 8.9330
2024-07-07T00:00:16-0700, -25 m, 8.9030
2024-07-07T00:00:16-0700, -26 m, 8.8500
2024-07-07T00:00:16-0700, -27 m, 8.7970
2024-07-07T00:00:16-0700, -28 m, 8.7620
2024-07-07T00:00:16-0700, -29 m, 8.7380
2024-07-07T00:00:16-0700, -2 m, 
2024-07-07T00:00:16-0700, -30 m, 8.6990
2024-07-07T00:00:16-0700, -31 m, 8.6520
2024-07-07T00:00:16-0700, -32 m, 8.5690
2024-07-07T00:00:16-0700, -33 m, 8.4260
2024-07-07T00:00:16-0700, -34 m, 8.3070
2024-07-07T00:00:16-0700, -35 m, 8.2160
2024-07-07T00:00:16-0700, -36 m, 8.1400
2024-07-07T00:00:16-0700, -37 m, 8.0780
2024-07-07T00:00:16-0700, -38 m, 8.0430
2024-07-07T00:00:16-0700, -39 m, 8.0030
2024-07-07T00:00:16-0700, -3 m, 
2024-07-07T00:00:16-0700, -40 m, 7.9840
2024-07-07T00:00:16-0700, -41 m, 7.9650
2024-07-07T00:00:16-0700, -42 m, 7.9570
2024-07-07T00:00:16-0700, -43 m, 7.9570
2024-07-07T00:00:16-0700, -44 m, 7.9570
2024-07-07T00:00:16-0700, -45 m, 7.9550
2024-07-07T00:00:16-0700, -46 m, 7.9530
2024-07-07T00:00:16-0700, -47 m, 7.9530
2024-07-07T00:00:16-0700, -48 m, 7.9380
2024-07-07T00:00:16-0700, -49 m, 7.9150
2024-07-07T00:00:16-0700, -4 m, 
2024-07-07T00:00:16-0700, -50 m, 7.9080
2024-07-07T00:00:16-0700, -51 m, 7.9060
2024-07-07T00:00:16-0700, -52 m, 7.8670
2024-07-07T00:00:16-0700, -53 m, 7.7860
2024-07-07T00:00:16-0700, -54 m, 7.7630
2024-07-07T00:00:16-0700, -55 m, 7.7570
2024-07-07T00:00:16-0700, -56 m, 7.7560
2024-07-07T00:00:16-0700, -57 m, 7.7530
2024-07-07T00:00:16-0700, -58 m, 7.7490
2024-07-07T00:00:16-0700, -59 m, 7.7490
2024-07-07T00:00:16-0700, -5 m, 9.8940
2024-07-07T00:00:16-0700, -60 m, 7.7480
2024-07-07T00:00:16-0700, -61 m, 7.7470
2024-07-07T00:00:16-0700, -62 m, 7.7470
2024-07-07T00:00:16-0700, -63 m, 7.7410
2024-07-07T00:00:16-0700, -64 m, 7.7320
2024-07-07T00:00:16-0700, -65 m, 7.7220
2024-07-07T00:00:16-0700, -66 m, 7.6950
2024-07-07T00:00:16-0700, -67 m, 7.6480
2024-07-07T00:00:16-0700, -68 m, 7.5260
2024-07-07T00:00:16-0700, -69 m, 7.3560
2024-07-07T00:00:16-0700, -6 m, 9.8950
2024-07-07T00:00:16-0700, -70 m, 7.2330
2024-07-07T00:00:16-0700, -71 m, 7.1130
2024-07-07T00:00:16-0700, -72 m, 7.0330
2024-07-07T00:00:16-0700, -73 m, 6.9460
2024-07-07T00:00:16-0700, -74 m, 6.8220
2024-07-07T00:00:16-0700, -75 m, 6.7520
2024-07-07T00:00:16-0700, -76 m, 6.7210
2024-07-07T00:00:16-0700, -77 m, 6.6890
2024-07-07T00:00:16-0700, -78 m, 6.6640
2024-07-07T00:00:16-0700, -79 m, 6.6510
2024-07-07T00:00:16-0700, -7 m, 9.9050
2024-07-07T00:00:16-0700, -80 m, 6.6450
2024-07-07T00:00:16-0700, -81 m, 
2024-07-07T00:00:16-0700, -82 m, 
2024-07-07T00:00:16-0700, -83 m, 
2024-07-07T00:00:16-0700, -84 m, 
2024-07-07T00:00:16-0700, -85 m, 
2024-07-07T00:00:16-0700, -86 m, 
2024-07-07T00:00:16-0700, -87 m, 
2024-07-07T00:00:16-0700, -88 m, 
2024-07-07T00:00:16-0700, -89 m, 
2024-07-07T00:00:16-0700, -8 m, 9.9040
2024-07-07T00:00:16-0700, -90 m, 
2024-07-07T00:00:16-0700, -91 m, 
2024-07-07T00:00:16-0700, -92 m, 
2024-07-07T00:00:16-0700, -93 m, 
2024-07-07T00:00:16-0700, -94 m, 
2024-07-07T00:00:16-0700, -95 m, 
2024-07-07T00:00:16-0700, -96 m, 
2024-07-07T00:00:16-0700, -97 m, 
2024-07-07T00:00:16-0700, -98 m, 
2024-07-07T00:00:16-0700, -99 m, 
2024-07-07T00:00:16-0700, -9 m, 9.9020
2024-07-07T00:00:16-0700, 0 m, 
2024-07-07T12:00:16-0700, -100 m, 
2024-07-07T12:00:16-0700, -10 m, 9.5700
2024-07-07T12:00:16-0700, -11 m, 9.5500
2024-07-07T12:00:16-0700, -12 m, 9.5410
2024-07-07T12:00:16-0700, -13 m, 9.4880
2024-07-07T12:00:16-0700, -14 m, 9.3940
2024-07-07T12:00:16-0700, -15 m, 9.2220
2024-07-07T12:00:16-0700, -16 m, 9.1200
2024-07-07T12:00:16-0700, -17 m, 9.0860
2024-07-07T12:00:16-0700, -18 m, 9.0640
2024-07-07T12:00:16-0700, -19 m, 9.0500
2024-07-07T12:00:16-0700, -1 m, 
2024-07-07T12:00:16-0700, -20 m, 9.0200
2024-07-07T12:00:16-0700, -21 m, 8.9650
2024-07-07T12:00:16-0700, -22 m, 8.9120
2024-07-07T12:00:16-0700, -23 m, 8.8620
2024-07-07T12:00:16-0700, -24 m, 8.7730
2024-07-07T12:00:16-0700, -25 m, 8.6620
2024-07-07T12:00:16-0700, -26 m, 8.5670
2024-07-07T12:00:16-0700, -27 m, 8.4850
2024-07-07T12:00:16-0700, -28 m, 8.3770
